POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Michael Schumacher,Ferrari,44,1:21:20.634,10
2,2,Rubens Barrichello,Ferrari,44,+1.977s,6
3,6,Juan Pablo Montoya,Williams BMW,44,+18.445s,4
4,3,David Coulthard,McLaren Mercedes,44,+19.357s,3
5,5,Ralf Schumacher,Williams BMW,44,+56.440s,2
6,16,Eddie Irvine,Jaguar Cosworth,44,+77.370s,1
7,24,Mika Salo,Toyota,44,+77.809s,0
8,11,Jacques Villeneuve,BAR Honda,44,+79.855s,0
9,25,Allan McNish,Toyota,43,+1 lap,0
10,7,Nick Heidfeld,Sauber Petronas,43,+1 lap,0
11,10,Takuma Sato,Jordan Honda,43,+1 lap,0
12,12,Olivier Panis,BAR Honda,39,DNF,0
NC,9,Giancarlo Fisichella,Jordan Honda,38,DNF,0
NC,17,Pedro de la Rosa,Jaguar Cosworth,37,DNF,0
NC,8,Felipe Massa,Sauber Petronas,37,DNF,0
NC,4,Kimi Räikkönen,McLaren Mercedes,35,DNF,0
NC,14,Jarno Trulli,Renault,35,DNF,0
NC,22,Anthony Davidson,Minardi Asiatech,17,DNF,0
NC,15,Jenson Button,Renault,10,DNF,0
NC,23,Mark Webber,Minardi Asiatech,4,DNF,0
