POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,2,Rubens Barrichello,Ferrari,60,1:35:07.426,10
2,1,Michael Schumacher,Ferrari,60,+0.294s,6
3,4,Kimi Räikkönen,McLaren Mercedes,60,+46.435s,4
4,5,Ralf Schumacher,Williams BMW,60,+66.963s,3
5,15,Jenson Button,Renault,60,+76.943s,2
6,8,Felipe Massa,Sauber Petronas,59,+1 lap,1
7,7,Nick Heidfeld,Sauber Petronas,59,+1 lap,0
8,14,Jarno Trulli,Renault,59,+1 lap,0
9,12,Olivier Panis,BAR Honda,59,+1 lap,0
10,21,Enrique Bernoldi,Arrows Cosworth,59,+1 lap,0
11,17,Pedro de la Rosa,Jaguar Cosworth,59,+1 lap,0
12,11,Jacques Villeneuve,BAR Honda,59,+1 lap,0
13,20,Heinz-Harald Frentzen,Arrows Cosworth,59,+1 lap,0
14,25,Allan McNish,Toyota,59,+1 lap,0
15,23,Mark Webber,Minardi Asiatech,58,+2 laps,0
16,10,Takuma Sato,Jordan Honda,58,+2 laps,0
NC,24,Mika Salo,Toyota,51,DNF,0
NC,22,Alex Yoong,Minardi Asiatech,48,DNF,0
NC,16,Eddie Irvine,Jaguar Cosworth,41,DNF,0
NC,6,Juan Pablo Montoya,Williams BMW,27,DNF,0
NC,3,David Coulthard,McLaren Mercedes,27,DNF,0
NC,9,Giancarlo Fisichella,Jordan Honda,26,DNF,0
