POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Michael Schumacher,Ferrari,71,1:33:51.562,10
2,2,Rubens Barrichello,Ferrari,71,+0.182s,6
3,6,Juan Pablo Montoya,Williams BMW,71,+17.730s,4
4,5,Ralf Schumacher,Williams BMW,71,+18.448s,3
5,9,Giancarlo Fisichella,Jordan Honda,71,+49.965s,2
6,3,David Coulthard,McLaren Mercedes,71,+50.672s,1
7,15,Jenson Button,Renault,71,+51.229s,0
8,24,Mika Salo,Toyota,71,+69.425s,0
9,25,Allan McNish,Toyota,71,+69.718s,0
10,11,Jacques Villeneuve,BAR Honda,70,DNF,0
11,20,Heinz-Harald Frentzen,Arrows Cosworth,69,+2 laps,0
12,23,Mark Webber,Minardi Asiatech,69,+2 laps,0
NC,14,Jarno Trulli,Renault,44,DNF,0
NC,22,Alex Yoong,Minardi Asiatech,42,DNF,0
NC,16,Eddie Irvine,Jaguar Cosworth,38,DNF,0
NC,7,Nick Heidfeld,Sauber Petronas,27,DNF,0
NC,10,Takuma Sato,Jordan Honda,26,DNF,0
NC,12,Olivier Panis,BAR Honda,22,DNF,0
NC,8,Felipe Massa,Sauber Petronas,7,DNF,0
NC,4,Kimi Räikkönen,McLaren Mercedes,5,DNF,0
NC,21,Enrique Bernoldi,Arrows Cosworth,2,DNF,0
NC,17,Pedro de la Rosa,Jaguar Cosworth,0,DNF,0
