POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Lewis Hamilton,McLaren Mercedes,70,1:38:23.876,10
2,4,Kimi Räikkönen,Ferrari,70,+11.529s,8
3,14,Mark Webber,RBR Renault,70,+16.886s,6
4,16,Nico Rosberg,Williams Toyota,70,+26.967s,5
5,2,Heikki Kovalainen,McLaren Mercedes,70,+34.392s,4
6,10,Timo Glock,Toyota,70,+35.237s,3
7,22,Jenson Button,Brawn Mercedes,70,+55.088s,2
8,9,Jarno Trulli,Toyota,70,+68.172s,1
9,17,Kazuki Nakajima,Williams Toyota,70,+68.774s,0
10,23,Rubens Barrichello,Brawn Mercedes,70,+69.256s,0
11,6,Nick Heidfeld,Sauber BMW,70,+70.612s,0
12,8,Nelson Piquet,Renault,70,+71.512s,0
13,5,Robert Kubica,Sauber BMW,70,+74.046s,0
14,21,Giancarlo Fisichella,Force India Mercedes,69,+1 lap,0
15,11,Jaime Alguersuari,STR Ferrari,69,+1 lap,0
16,12,Sebastien Buemi,STR Ferrari,69,+1 lap,0
NC,15,Sebastian Vettel,RBR Renault,29,DNF,0
NC,7,Fernando Alonso,Renault,15,DNF,0
NC,20,Adrian Sutil,Force India Mercedes,1,DNF,0
