POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,22,Jenson Button,Brawn Mercedes,31,55:30.622,5
2,6,Nick Heidfeld,Sauber BMW,31,+22.722s,4
3,10,Timo Glock,Toyota,31,+23.513s,3
4,9,Jarno Trulli,Toyota,31,+46.173s,2.5
5,23,Rubens Barrichello,Brawn Mercedes,31,+47.360s,2
6,14,Mark Webber,RBR Renault,31,+52.333s,1.5
7,1,Lewis Hamilton,McLaren Mercedes,31,+60.733s,1
8,16,Nico Rosberg,Williams Toyota,31,+71.576s,0.5
9,3,Felipe Massa,Ferrari,31,+76.932s,0
10,11,Sebastien Bourdais,STR Ferrari,31,+102.164s,0
11,7,Fernando Alonso,Renault,31,+109.422s,0
12,17,Kazuki Nakajima,Williams Toyota,31,+116.130s,0
13,8,Nelson Piquet,Renault,31,+116.713s,0
14,4,Kimi Räikkönen,Ferrari,31,+142.841s,0
15,15,Sebastian Vettel,RBR Renault,30,DNF,0
16,12,Sebastien Buemi,STR Ferrari,30,DNF,0
17,20,Adrian Sutil,Force India Mercedes,30,+1 lap,0
18,21,Giancarlo Fisichella,Force India Mercedes,29,DNF,0
NC,5,Robert Kubica,Sauber BMW,1,DNF,0
NC,2,Heikki Kovalainen,McLaren Mercedes,0,DNF,0
