POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,22,Jenson Button,Brawn Mercedes,66,1:37:19.202,10
2,23,Rubens Barrichello,Brawn Mercedes,66,+13.056s,8
3,14,Mark Webber,RBR Renault,66,+13.924s,6
4,15,Sebastian Vettel,RBR Renault,66,+18.941s,5
5,7,Fernando Alonso,Renault,66,+43.166s,4
6,3,Felipe Massa,Ferrari,66,+50.827s,3
7,6,Nick Heidfeld,Sauber BMW,66,+52.312s,2
8,16,Nico Rosberg,Williams Toyota,66,+65.211s,1
9,1,Lewis Hamilton,McLaren Mercedes,65,+1 lap,0
10,10,Timo Glock,Toyota,65,+1 lap,0
11,5,Robert Kubica,Sauber BMW,65,+1 lap,0
12,8,Nelson Piquet,Renault,65,+1 lap,0
13,17,Kazuki Nakajima,Williams Toyota,65,+1 lap,0
14,21,Giancarlo Fisichella,Force India Mercedes,65,+1 lap,0
NC,4,Kimi Räikkönen,Ferrari,17,DNF,0
NC,2,Heikki Kovalainen,McLaren Mercedes,7,DNF,0
NC,9,Jarno Trulli,Toyota,0,DNF,0
NC,12,Sebastien Buemi,STR Ferrari,0,DNF,0
NC,11,Sebastien Bourdais,STR Ferrari,0,DNF,0
NC,20,Adrian Sutil,Force India Mercedes,0,DNF,0
