POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,22,Jenson Button,Brawn Mercedes,78,1:40:44.282,10
2,23,Rubens Barrichello,Brawn Mercedes,78,+7.666s,8
3,4,Kimi Räikkönen,Ferrari,78,+13.442s,6
4,3,Felipe Massa,Ferrari,78,+15.110s,5
5,14,Mark Webber,RBR Renault,78,+15.730s,4
6,16,Nico Rosberg,Williams Toyota,78,+33.586s,3
7,7,Fernando Alonso,Renault,78,+37.839s,2
8,11,Sebastien Bourdais,STR Ferrari,78,+63.142s,1
9,21,Giancarlo Fisichella,Force India Mercedes,78,+65.040s,0
10,10,Timo Glock,Toyota,77,+1 lap,0
11,6,Nick Heidfeld,Sauber BMW,77,+1 lap,0
12,1,Lewis Hamilton,McLaren Mercedes,77,+1 lap,0
13,9,Jarno Trulli,Toyota,77,+1 lap,0
14,20,Adrian Sutil,Force India Mercedes,77,+1 lap,0
15,17,Kazuki Nakajima,Williams Toyota,76,DNF,0
NC,2,Heikki Kovalainen,McLaren Mercedes,51,DNF,0
NC,5,Robert Kubica,Sauber BMW,28,DNF,0
NC,15,Sebastian Vettel,RBR Renault,15,DNF,0
NC,8,Nelson Piquet,Renault,10,DNF,0
NC,12,Sebastien Buemi,STR Ferrari,10,DNF,0
