POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,15,Sebastian Vettel,RBR Renault,60,1:22:49.328,10
2,14,Mark Webber,RBR Renault,60,+15.188s,8
3,23,Rubens Barrichello,Brawn Mercedes,60,+41.175s,6
4,3,Felipe Massa,Ferrari,60,+45.043s,5
5,16,Nico Rosberg,Williams Toyota,60,+45.915s,4
6,22,Jenson Button,Brawn Mercedes,60,+46.285s,3
7,9,Jarno Trulli,Toyota,60,+68.307s,2
8,4,Kimi Räikkönen,Ferrari,60,+69.622s,1
9,10,Timo Glock,Toyota,60,+69.823s,0
10,21,Giancarlo Fisichella,Force India Mercedes,60,+71.522s,0
11,17,Kazuki Nakajima,Williams Toyota,60,+74.023s,0
12,8,Nelson Piquet,Renault,59,+1 lap,0
13,5,Robert Kubica,Sauber BMW,59,+1 lap,0
14,7,Fernando Alonso,Renault,59,+1 lap,0
15,6,Nick Heidfeld,Sauber BMW,59,+1 lap,0
16,1,Lewis Hamilton,McLaren Mercedes,59,+1 lap,0
17,20,Adrian Sutil,Force India Mercedes,59,+1 lap,0
18,12,Sebastien Buemi,STR Ferrari,59,+1 lap,0
NC,11,Sebastien Bourdais,STR Ferrari,37,DNF,0
NC,2,Heikki Kovalainen,McLaren Mercedes,36,DNF,0
