POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,22,Jenson Button,Brawn Mercedes,58,1:34:15.784,10
2,23,Rubens Barrichello,Brawn Mercedes,58,+0.807s,8
3,9,Jarno Trulli,Toyota,58,+1.604s,6
DQ,1,Lewis Hamilton,McLaren Mercedes,58,+2.914s,0
4,10,Timo Glock,Toyota,58,+4.435s,5
5,7,Fernando Alonso,Renault,58,+4.879s,4
6,16,Nico Rosberg,Williams Toyota,58,+5.722s,3
7,12,Sebastien Buemi,STR Ferrari,58,+6.004s,2
8,11,Sebastien Bourdais,STR Ferrari,58,+6.298s,1
9,20,Adrian Sutil,Force India Mercedes,58,+6.335s,0
10,6,Nick Heidfeld,Sauber BMW,58,+7.085s,0
11,21,Giancarlo Fisichella,Force India Mercedes,58,+7.374s,0
12,14,Mark Webber,RBR Renault,57,+1 lap,0
13,15,Sebastian Vettel,RBR Renault,56,DNF,0
14,5,Robert Kubica,Sauber BMW,55,DNF,0
15,4,Kimi Räikkönen,Ferrari,55,DNF,0
NC,3,Felipe Massa,Ferrari,45,DNF,0
NC,8,Nelson Piquet,Renault,24,DNF,0
NC,17,Kazuki Nakajima,Williams Toyota,17,DNF,0
NC,2,Heikki Kovalainen,McLaren Mercedes,0,DNF,0
