POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,4,Kimi Räikkönen,Ferrari,44,1:23:50.995,10
2,21,Giancarlo Fisichella,Force India Mercedes,44,+0.939s,8
3,15,Sebastian Vettel,RBR Renault,44,+3.875s,6
4,5,Robert Kubica,Sauber BMW,44,+9.966s,5
5,6,Nick Heidfeld,Sauber BMW,44,+11.276s,4
6,2,Heikki Kovalainen,McLaren Mercedes,44,+32.763s,3
7,23,Rubens Barrichello,Brawn Mercedes,44,+35.461s,2
8,16,Nico Rosberg,Williams Toyota,44,+36.208s,1
9,14,Mark Webber,RBR Renault,44,+36.959s,0
10,10,Timo Glock,Toyota,44,+41.490s,0
11,20,Adrian Sutil,Force India Mercedes,44,+42.636s,0
12,12,Sebastien Buemi,STR Ferrari,44,+46.106s,0
13,17,Kazuki Nakajima,Williams Toyota,44,+54.241s,0
14,3,Luca Badoer,Ferrari,44,+102.177s,0
NC,7,Fernando Alonso,Renault,26,DNF,0
NC,9,Jarno Trulli,Toyota,21,DNF,0
NC,1,Lewis Hamilton,McLaren Mercedes,0,DNF,0
NC,22,Jenson Button,Brawn Mercedes,0,DNF,0
NC,11,Jaime Alguersuari,STR Ferrari,0,DNF,0
NC,8,Romain Grosjean,Renault,0,DNF,0
