POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Emerson Fittipaldi,McLaren Ford,32,1:24:37.060,9
2,11,Clay Regazzoni,Ferrari,32,+13.570s,6
3,2,Jacky Ickx,Lotus Ford,31,+1 lap,4
4,18,Carlos Pace,Surtees Ford,31,+1 lap,3
5,33,Mike Hailwood,McLaren Ford,31,+1 lap,2
6,1,Ronnie Peterson,Lotus Ford,31,+1 lap,1
7,7,Carlos Reutemann,Brabham Ford,31,+1 lap,0
8,4,Patrick Depailler,Tyrrell Ford,31,+1 lap,0
9,24,James Hunt,March Ford,31,+1 lap,0
10,14,Jean-Pierre Beltoise,BRM,31,+1 lap,0
11,26,Graham Hill,Lola Ford,31,+1 lap,0
12,6,Denny Hulme,McLaren Ford,31,+1 lap,0
13,3,Jody Scheckter,Tyrrell Ford,31,+1 lap,0
14,15,Henri Pescarolo,BRM,30,+2 laps,0
15,8,Richard Robarts,Brabham Ford,30,+2 laps,0
16,37,Francois Migault,BRM,30,+2 laps,0
17,19,Jochen Mass,Surtees Ford,30,+2 laps,0
NC,28,John Watson,Brabham Ford,27,DNF,0
NC,9,Hans-Joachim Stuck,March Ford,24,DNF,0
NC,17,Jean-Pierre Jarier,Shadow Ford,22,DNF,0
NC,20,Arturo Merzario,Iso Marlboro Ford,20,DNF,0
NC,16,Peter Revson,Shadow Ford,11,DNF,0
NC,10,Howden Ganley,March Ford,9,DNF,0
NC,27,Guy Edwards,Lola Ford,3,DNF,0
NC,12,Niki Lauda,Ferrari,3,DNF,0
