POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Denny Hulme,McLaren Ford,53,1:41:02.010,9
2,12,Niki Lauda,Ferrari,53,+9.270s,6
3,11,Clay Regazzoni,Ferrari,53,+20.410s,4
4,33,Mike Hailwood,McLaren Ford,53,+31.790s,3
5,14,Jean-Pierre Beltoise,BRM,53,+51.840s,2
6,4,Patrick Depailler,Tyrrell Ford,53,+112.480s,1
7,7,Carlos Reutemann,Brabham Ford,52,DNF,0
8,10,Howden Ganley,March Ford,52,DNF,0
9,15,Henri Pescarolo,BRM,52,+1 lap,0
10,5,Emerson Fittipaldi,McLaren Ford,51,+2 laps,0
11,27,Guy Edwards,Lola Ford,50,+3 laps,0
12,28,John Watson,Brabham Ford,49,+4 laps,0
13,1,Ronnie Peterson,Lotus Ford,48,+5 laps,0
NC,26,Graham Hill,Lola Ford,45,DNF,0
NC,8,Richard Robarts,Brabham Ford,35,DNF,0
NC,2,Jacky Ickx,Lotus Ford,35,DNF,0
NC,9,Hans-Joachim Stuck,March Ford,31,DNF,0
NC,37,Francois Migault,BRM,31,DNF,0
NC,3,Jody Scheckter,Tyrrell Ford,25,DNF,0
NC,18,Carlos Pace,Surtees Ford,21,DNF,0
NC,20,Arturo Merzario,Iso Marlboro Ford,19,DNF,0
NC,24,James Hunt,March Ford,11,DNF,0
NC,19,Jochen Mass,Surtees Ford,10,DNF,0
NC,16,Peter Revson,Shadow Ford,1,DNF,0
NC,17,Jean-Pierre Jarier,Shadow Ford,0,DNF,0
