POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,11,Clay Regazzoni,Ferrari,14,1:41:35.000,9
2,3,Jody Scheckter,Tyrrell Ford,14,+50.700s,6
3,7,Carlos Reutemann,Brabham Ford,14,+83.300s,4
4,1,Ronnie Peterson,Lotus Ford,14,+84.200s,3
5,2,Jacky Ickx,Lotus Ford,14,+85.000s,2
6,16,Tom Pryce,Shadow Ford,14,+138.100s,1
7,9,Hans-Joachim Stuck,March Ford,14,+178.700s,0
8,17,Jean-Pierre Jarier,Shadow Ford,14,+205.900s,0
9,26,Graham Hill,Lola Ford,14,+206.400s,0
10,15,Henri Pescarolo,BRM,14,+257.700s,0
11,18,Derek Bell,Surtees Ford,14,+317.700s,0
12,8,Carlos Pace,Brabham Ford,14,+386.300s,0
13,10,Vittorio Brambilla,March Ford,14,+523.100s,0
14,32,Ian Ashley,Token Ford,13,+1 lap,0
15,33,Mike Hailwood,McLaren Ford,12,DNF,0
NC,24,James Hunt,Hesketh Ford,11,DNF,0
NC,19,Jochen Mass,Surtees Ford,10,DNF,0
NC,4,Patrick Depailler,Tyrrell Ford,5,DNF,0
NC,20,Arturo Merzario,Iso Marlboro Ford,5,DNF,0
NC,14,Jean-Pierre Beltoise,BRM,4,DNF,0
NC,22,Vern Schuppan,Ensign Ford,4,DNF,0
NC,5,Emerson Fittipaldi,McLaren Ford,2,DNF,0
NC,21,Jacques Laffite,Iso Marlboro Ford,2,DNF,0
NC,28,John Watson,Brabham Ford,1,DNF,0
NC,12,Niki Lauda,Ferrari,0,DNF,0
DQ,6,Denny Hulme,McLaren Ford,0,DSQ,0
