POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,63,George Russell,Mercedes,71,1:38:34.044,26
2,44,Lewis Hamilton,Mercedes,71,+1.529s,18
3,55,Carlos Sainz,Ferrari,71,+4.051s,15
4,16,Charles Leclerc,Ferrari,71,+8.441s,12
5,14,Fernando Alonso,Alpine Renault,71,+9.561s,10
6,1,Max Verstappen,Red Bull Racing RBPT,71,+10.056s,8
7,11,Sergio Perez,Red Bull Racing RBPT,71,+14.080s,6
8,31,Esteban Ocon,Alpine Renault,71,+18.690s,4
9,77,Valtteri Bottas,Alfa Romeo Ferrari,71,+22.552s,2
10,18,Lance Stroll,Aston Martin Aramco Mercedes,71,+23.552s,1
11,5,Sebastian Vettel,Aston Martin Aramco Mercedes,71,+26.183s,0
12,24,Zhou Guanyu,Alfa Romeo Ferrari,71,+29.325s,0
13,47,Mick Schumacher,Haas Ferrari,71,+29.899s,0
14,10,Pierre Gasly,AlphaTauri RBPT,71,+31.867s,0
15,23,Alexander Albon,Williams Mercedes,71,+36.016s,0
16,6,Nicholas Latifi,Williams Mercedes,71,+37.038s,0
17,22,Yuki Tsunoda,AlphaTauri RBPT,70,+1 lap,0
NC,4,Lando Norris,McLaren Mercedes,50,DNF,0
NC,20,Kevin Magnussen,Haas Ferrari,0,DNF,0
NC,3,Daniel Ricciardo,McLaren Mercedes,0,DNF,0
