POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,44,Lewis Hamilton,Mercedes,66,1:35:50.443,26
2,77,Valtteri Bottas,Mercedes,66,+4.074s,18
3,33,Max Verstappen,Red Bull Racing Honda,66,+7.679s,15
4,5,Sebastian Vettel,Ferrari,66,+9.167s,12
5,16,Charles Leclerc,Ferrari,66,+13.361s,10
6,10,Pierre Gasly,Red Bull Racing Honda,66,+19.576s,8
7,20,Kevin Magnussen,Haas Ferrari,66,+28.159s,6
8,55,Carlos Sainz,McLaren Renault,66,+32.342s,4
9,26,Daniil Kvyat,Scuderia Toro Rosso Honda,66,+33.056s,2
10,8,Romain Grosjean,Haas Ferrari,66,+34.641s,1
11,23,Alexander Albon,Scuderia Toro Rosso Honda,66,+35.445s,0
12,3,Daniel Ricciardo,Renault,66,+36.758s,0
13,27,Nico Hulkenberg,Renault,66,+39.241s,0
14,7,Kimi Räikkönen,Alfa Romeo Racing Ferrari,66,+41.803s,0
15,11,Sergio Perez,Racing Point BWT Mercedes,66,+46.877s,0
16,99,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,66,+47.691s,0
17,63,George Russell,Williams Mercedes,65,+1 lap,0
18,88,Robert Kubica,Williams Mercedes,65,+1 lap,0
NC,18,Lance Stroll,Racing Point BWT Mercedes,44,DNF,0
NC,4,Lando Norris,McLaren Renault,44,DNF,0
