POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,77,Valtteri Bottas,Mercedes,56,1:33:55.653,25
2,44,Lewis Hamilton,Mercedes,56,+4.148s,18
3,33,Max Verstappen,Red Bull Racing Honda,56,+5.002s,15
4,16,Charles Leclerc,Ferrari,56,+52.239s,13
5,23,Alexander Albon,Red Bull Racing Honda,56,+78.038s,10
6,3,Daniel Ricciardo,Renault,56,+90.366s,8
7,4,Lando Norris,McLaren Renault,56,+90.764s,6
8,55,Carlos Sainz,McLaren Renault,55,+1 lap,4
9,27,Nico Hulkenberg,Renault,55,+1 lap,2
10,11,Sergio Perez,Racing Point BWT Mercedes,55,+1 lap,1
11,7,Kimi Räikkönen,Alfa Romeo Racing Ferrari,55,+1 lap,0
12,26,Daniil Kvyat,Scuderia Toro Rosso Honda,55,+1 lap,0
13,18,Lance Stroll,Racing Point BWT Mercedes,55,+1 lap,0
14,99,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,55,+1 lap,0
15,8,Romain Grosjean,Haas Ferrari,55,+1 lap,0
16,10,Pierre Gasly,Scuderia Toro Rosso Honda,54,DNF,0
17,63,George Russell,Williams Mercedes,54,+2 laps,0
18,20,Kevin Magnussen,Haas Ferrari,52,DNF,0
NC,88,Robert Kubica,Williams Mercedes,31,DNF,0
NC,5,Sebastian Vettel,Ferrari,7,DNF,0
