POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,44,Lewis Hamilton,Mercedes,52,1:21:08.452,26
2,77,Valtteri Bottas,Mercedes,52,+24.928s,18
3,16,Charles Leclerc,Ferrari,52,+30.117s,15
4,10,Pierre Gasly,Red Bull Racing Honda,52,+34.692s,12
5,33,Max Verstappen,Red Bull Racing Honda,52,+39.458s,10
6,55,Carlos Sainz,McLaren Renault,52,+53.639s,8
7,3,Daniel Ricciardo,Renault,52,+54.401s,6
8,7,Kimi Räikkönen,Alfa Romeo Racing Ferrari,52,+65.540s,4
9,26,Daniil Kvyat,Scuderia Toro Rosso Honda,52,+66.720s,2
10,27,Nico Hulkenberg,Renault,52,+72.733s,1
11,4,Lando Norris,McLaren Renault,52,+74.281s,0
12,23,Alexander Albon,Scuderia Toro Rosso Honda,52,+75.617s,0
13,18,Lance Stroll,Racing Point BWT Mercedes,52,+81.086s,0
14,63,George Russell,Williams Mercedes,51,+1 lap,0
15,88,Robert Kubica,Williams Mercedes,51,+1 lap,0
16,5,Sebastian Vettel,Ferrari,51,+1 lap,0
17,11,Sergio Perez,Racing Point BWT Mercedes,51,+1 lap,0
NC,99,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,18,DNF,0
NC,8,Romain Grosjean,Haas Ferrari,9,DNF,0
NC,20,Kevin Magnussen,Haas Ferrari,6,DNF,0
