POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,16,Charles Leclerc,Ferrari,53,1:15:26.665,25
2,77,Valtteri Bottas,Mercedes,53,+0.835s,18
3,44,Lewis Hamilton,Mercedes,53,+35.199s,16
4,3,Daniel Ricciardo,Renault,53,+45.515s,12
5,27,Nico Hulkenberg,Renault,53,+58.165s,10
6,23,Alexander Albon,Red Bull Racing Honda,53,+59.315s,8
7,11,Sergio Perez,Racing Point BWT Mercedes,53,+73.802s,6
8,33,Max Verstappen,Red Bull Racing Honda,53,+74.492s,4
9,99,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,52,+1 lap,2
10,4,Lando Norris,McLaren Renault,52,+1 lap,1
11,10,Pierre Gasly,Scuderia Toro Rosso Honda,52,+1 lap,0
12,18,Lance Stroll,Racing Point BWT Mercedes,52,+1 lap,0
13,5,Sebastian Vettel,Ferrari,52,+1 lap,0
14,63,George Russell,Williams Mercedes,52,+1 lap,0
15,7,Kimi Räikkönen,Alfa Romeo Racing Ferrari,52,+1 lap,0
16,8,Romain Grosjean,Haas Ferrari,52,+1 lap,0
17,88,Robert Kubica,Williams Mercedes,51,+2 laps,0
NC,20,Kevin Magnussen,Haas Ferrari,43,DNF,0
NC,26,Daniil Kvyat,Scuderia Toro Rosso Honda,29,DNF,0
NC,55,Carlos Sainz,McLaren Renault,27,DNF,0
