POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Sebastian Vettel,Ferrari,61,1:58:33.667,25
2,16,Charles Leclerc,Ferrari,61,+2.641s,18
3,33,Max Verstappen,Red Bull Racing Honda,61,+3.821s,15
4,44,Lewis Hamilton,Mercedes,61,+4.608s,12
5,77,Valtteri Bottas,Mercedes,61,+6.119s,10
6,23,Alexander Albon,Red Bull Racing Honda,61,+11.663s,8
7,4,Lando Norris,McLaren Renault,61,+14.769s,6
8,10,Pierre Gasly,Scuderia Toro Rosso Honda,61,+15.547s,4
9,27,Nico Hulkenberg,Renault,61,+16.718s,2
10,99,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,61,+27.855s,1
11,8,Romain Grosjean,Haas Ferrari,61,+35.436s,0
12,55,Carlos Sainz,McLaren Renault,61,+35.974s,0
13,18,Lance Stroll,Racing Point BWT Mercedes,61,+36.419s,0
14,3,Daniel Ricciardo,Renault,61,+37.660s,0
15,26,Daniil Kvyat,Scuderia Toro Rosso Honda,61,+38.178s,0
16,88,Robert Kubica,Williams Mercedes,61,+47.024s,0
17,20,Kevin Magnussen,Haas Ferrari,61,+86.522s,0
NC,7,Kimi Räikkönen,Alfa Romeo Racing Ferrari,49,DNF,0
NC,11,Sergio Perez,Racing Point BWT Mercedes,42,DNF,0
NC,63,George Russell,Williams Mercedes,34,DNF,0
