POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,2,Jochen Rindt,Lotus Ford,50,1:42:00.300,9
2,10,Jacky Ickx,Ferrari,50,+0.700s,6
3,4,Denny Hulme,McLaren Ford,50,+81.800s,4
4,17,Emerson Fittipaldi,Lotus Ford,50,+115.100s,3
5,21,Rolf Stommelen,Brabham Ford,49,+1 lap,2
6,14,Henri Pescarolo,Matra,49,+1 lap,1
7,23,Francois Cevert,March Ford,49,+1 lap,0
8,12,Jo Siffert,March Ford,47,DNF,0
9,7,John Surtees,Surtees Ford,46,DNF,0
NC,9,Graham Hill,Lotus Ford,37,DNF,0
NC,5,Chris Amon,March Ford,34,DNF,0
NC,15,Clay Regazzoni,Ferrari,30,DNF,0
NC,16,John Miles,Lotus Ford,24,DNF,0
NC,1,Jackie Stewart,March Ford,20,DNF,0
NC,11,Mario Andretti,March Ford,15,DNF,0
NC,22,Ronnie Peterson,March Ford,11,DNF,0
NC,6,Pedro Rodriguez,BRM,7,DNF,0
NC,18,Jackie Oliver,BRM,5,DNF,0
NC,3,Jack Brabham,Brabham Ford,4,DNF,0
NC,8,Jean-Pierre Beltoise,Matra,4,DNF,0
NC,24,Peter Gethin,McLaren Ford,3,DNF,0
