POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,3,Jochen Rindt,Lotus Ford,80,1:54:36.600,9
2,5,Jack Brabham,Brabham Ford,80,+23.100s,6
3,9,Henri Pescarolo,Matra,80,+51.400s,4
4,11,Denny Hulme,McLaren Ford,80,+88.300s,3
5,1,Graham Hill,Lotus Ford,79,+1 lap,2
6,17,Pedro Rodriguez,BRM,78,+2 laps,1
7,23,Ronnie Peterson,March Ford,78,+2 laps,0
8,19,Jo Siffert,March Ford,76,DNF,0
NC,28,Chris Amon,March Ford,60,DNF,0
NC,24,Piers Courage,De Tomaso Ford,58,+22 laps,0
NC,21,Jackie Stewart,March Ford,57,DNF,0
NC,16,Jackie Oliver,BRM,42,DNF,0
NC,8,Jean-Pierre Beltoise,Matra,21,DNF,0
NC,12,Bruce McLaren,McLaren Ford,19,DNF,0
NC,14,John Surtees,McLaren Ford,14,DNF,0
NC,26,Jacky Ickx,Ferrari,11,DNF,0
