POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,12,Jacky Ickx,Ferrari,60,1:42:17.320,9
2,27,Clay Regazzoni,Ferrari,60,+0.610s,6
3,11,Rolf Stommelen,Brabham Ford,60,+87.880s,4
4,17,Pedro Rodriguez,BRM,59,+1 lap,3
5,16,Jackie Oliver,BRM,59,+1 lap,2
6,19,Jean-Pierre Beltoise,Matra,59,+1 lap,1
7,14,Ignazio Giunti,Ferrari,59,+1 lap,0
8,4,Chris Amon,March Ford,59,+1 lap,0
9,3,Jo Siffert,March Ford,59,+1 lap,0
10,23,Peter Gethin,McLaren Ford,59,+1 lap,0
11,18,George Eaton,BRM,58,+2 laps,0
12,22,Andrea de Adamich,McLaren Alfa Romeo,57,+3 laps,0
13,10,Jack Brabham,Brabham Ford,56,+4 laps,0
14,20,Henri Pescarolo,Matra,56,+4 laps,0
15,8,Emerson Fittipaldi,Lotus Ford,55,+5 laps,0
NC,21,Denny Hulme,McLaren Ford,30,DNF,0
NC,15,John Surtees,Surtees Ford,27,DNF,0
NC,26,Tim Schenken,De Tomaso Ford,25,DNF,0
NC,6,Jochen Rindt,Lotus Ford,21,DNF,0
NC,24,Silvio Moser,Bellasi Ford,13,DNF,0
NC,5,Mario Andretti,March Ford,13,DNF,0
NC,1,Jackie Stewart,March Ford,7,DNF,0
NC,7,John Miles,Lotus Ford,4,DNF,0
NC,2,Francois Cevert,March Ford,0,DNF,0
