POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Michael Schumacher,Ferrari,53,1:17:43.632,10
2,3,Jean Alesi,Benetton Renault,53,+18.265s,6
3,7,Mika Hakkinen,McLaren Mercedes,53,+66.635s,4
4,12,Martin Brundle,Jordan Peugeot,53,+85.217s,3
5,11,Rubens Barrichello,Jordan Peugeot,53,+85.475s,2
6,10,Pedro Diniz,Ligier Mugen Honda,52,+1 lap,1
7,6,Jacques Villeneuve,Williams Renault,52,+1 lap,0
8,17,Jos Verstappen,Footwork Hart,52,+1 lap,0
9,14,Johnny Herbert,Sauber Ford,51,DNF,0
10,18,Ukyo Katayama,Tyrrell Yamaha,51,+2 laps,0
NC,16,Ricardo Rosset,Footwork Hart,36,DNF,0
NC,2,Eddie Irvine,Ferrari,23,DNF,0
NC,20,Pedro Lamy,Minardi Ford,12,DNF,0
NC,19,Mika Salo,Tyrrell Yamaha,9,DNF,0
NC,15,Heinz-Harald Frentzen,Sauber Ford,7,DNF,0
NC,5,Damon Hill,Williams Renault,5,DNF,0
NC,21,Giovanni Lavaggi,Minardi Ford,5,DNF,0
NC,4,Gerhard Berger,Benetton Renault,4,DNF,0
NC,9,Olivier Panis,Ligier Mugen Honda,2,DNF,0
NC,8,David Coulthard,McLaren Mercedes,1,DNF,0
