POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Damon Hill,Williams Renault,58,1:32:50.491,10
2,6,Jacques Villeneuve,Williams Renault,58,+38.020s,6
3,2,Eddie Irvine,Ferrari,58,+62.571s,4
4,4,Gerhard Berger,Benetton Renault,58,+77.037s,3
5,7,Mika Hakkinen,McLaren Mercedes,58,+95.071s,2
6,19,Mika Salo,Tyrrell Yamaha,57,+1 lap,1
7,9,Olivier Panis,Ligier Mugen Honda,57,+1 lap,0
8,15,Heinz-Harald Frentzen,Sauber Ford,57,+1 lap,0
9,16,Ricardo Rosset,Footwork Hart,56,+2 laps,0
10,10,Pedro Diniz,Ligier Mugen Honda,56,+2 laps,0
11,18,Ukyo Katayama,Tyrrell Yamaha,55,+3 laps,0
NC,20,Pedro Lamy,Minardi Ford,42,DNF,0
NC,1,Michael Schumacher,Ferrari,32,DNF,0
NC,21,Giancarlo Fisichella,Minardi Ford,32,DNF,0
NC,11,Rubens Barrichello,Jordan Peugeot,29,DNF,0
NC,8,David Coulthard,McLaren Mercedes,24,DNF,0
NC,17,Jos Verstappen,Footwork Hart,15,DNF,0
NC,3,Jean Alesi,Benetton Renault,9,DNF,0
NC,12,Martin Brundle,Jordan Peugeot,1,DNF,0
