POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Jacques Villeneuve,Williams Renault,61,1:33:00.874,10
2,4,Gerhard Berger,Benetton Renault,61,+19.026s,6
3,7,Mika Hakkinen,McLaren Mercedes,61,+50.830s,4
4,11,Rubens Barrichello,Jordan Peugeot,61,+66.716s,3
5,8,David Coulthard,McLaren Mercedes,61,+82.507s,2
6,12,Martin Brundle,Jordan Peugeot,60,+1 lap,1
7,19,Mika Salo,Tyrrell Yamaha,60,+1 lap,0
8,15,Heinz-Harald Frentzen,Sauber Ford,60,+1 lap,0
9,14,Johnny Herbert,Sauber Ford,60,+1 lap,0
10,17,Jos Verstappen,Footwork Hart,60,+1 lap,0
11,21,Giancarlo Fisichella,Minardi Ford,59,+2 laps,0
NC,3,Jean Alesi,Benetton Renault,44,DNF,0
NC,9,Olivier Panis,Ligier Mugen Honda,40,DNF,0
NC,10,Pedro Diniz,Ligier Mugen Honda,38,DNF,0
NC,5,Damon Hill,Williams Renault,26,DNF,0
NC,20,Pedro Lamy,Minardi Ford,21,DNF,0
NC,16,Ricardo Rosset,Footwork Hart,13,DNF,0
NC,18,Ukyo Katayama,Tyrrell Yamaha,12,DNF,0
NC,2,Eddie Irvine,Ferrari,5,DNF,0
NC,1,Michael Schumacher,Ferrari,3,DNF,0
