POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Jacques Villeneuve,Williams Renault,67,1:33:26.473,10
2,1,Michael Schumacher,Ferrari,67,+0.762s,6
3,8,David Coulthard,McLaren Mercedes,67,+32.834s,4
4,5,Damon Hill,Williams Renault,67,+33.511s,3
5,11,Rubens Barrichello,Jordan Peugeot,67,+33.713s,2
6,12,Martin Brundle,Jordan Peugeot,67,+55.567s,1
7,14,Johnny Herbert,Sauber Ford,67,+78.027s,0
8,7,Mika Hakkinen,McLaren Mercedes,67,+78.438s,0
9,4,Gerhard Berger,Benetton Renault,67,+81.061s,0
10,10,Pedro Diniz,Ligier Mugen Honda,66,+1 lap,0
11,16,Ricardo Rosset,Footwork Hart,65,+2 laps,0
12,20,Pedro Lamy,Minardi Ford,65,+2 laps,0
13,21,Giancarlo Fisichella,Minardi Ford,65,+2 laps,0
NC,15,Heinz-Harald Frentzen,Sauber Ford,59,DNF,0
NC,17,Jos Verstappen,Footwork Hart,38,DNF,0
NC,9,Olivier Panis,Ligier Mugen Honda,6,DNF,0
NC,2,Eddie Irvine,Ferrari,6,DNF,0
NC,3,Jean Alesi,Benetton Renault,1,DNF,0
