POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Damon Hill,Williams Renault,63,1:35:26.156,10
2,1,Michael Schumacher,Ferrari,63,+16.460s,6
3,4,Gerhard Berger,Benetton Renault,63,+46.891s,4
4,2,Eddie Irvine,Ferrari,63,+61.583s,3
5,11,Rubens Barrichello,Jordan Peugeot,63,+78.490s,2
6,3,Jean Alesi,Benetton Renault,62,+1 lap,1
7,10,Pedro Diniz,Ligier Mugen Honda,62,+1 lap,0
8,7,Mika Hakkinen,McLaren Mercedes,61,DNF,0
9,20,Pedro Lamy,Minardi Ford,61,+2 laps,0
10,22,Luca Badoer,Forti Ford,59,+4 laps,0
11,6,Jacques Villeneuve,Williams Renault,57,DNF,0
NC,9,Olivier Panis,Ligier Mugen Honda,54,DNF,0
NC,18,Ukyo Katayama,Tyrrell Yamaha,45,DNF,0
NC,8,David Coulthard,McLaren Mercedes,44,DNF,0
NC,16,Ricardo Rosset,Footwork Hart,40,DNF,0
NC,17,Jos Verstappen,Footwork Hart,38,DNF,0
NC,12,Martin Brundle,Jordan Peugeot,36,DNF,0
NC,15,Heinz-Harald Frentzen,Sauber Ford,32,DNF,0
NC,21,Giancarlo Fisichella,Minardi Ford,30,DNF,0
NC,14,Johnny Herbert,Sauber Ford,25,DNF,0
NC,19,Mika Salo,Tyrrell Yamaha,23,DNF,0
