POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Damon Hill,Williams Renault,72,1:54:55.322,10
2,6,Jacques Villeneuve,Williams Renault,72,+12.167s,6
3,3,Jean Alesi,Benetton Renault,72,+14.754s,4
4,11,Rubens Barrichello,Jordan Peugeot,72,+55.131s,3
5,2,Eddie Irvine,Ferrari,72,+64.991s,2
6,17,Jos Verstappen,Footwork Hart,72,+68.913s,1
7,8,David Coulthard,McLaren Mercedes,72,+73.400s,0
8,9,Olivier Panis,Ligier Mugen Honda,72,+74.295s,0
9,14,Johnny Herbert,Sauber Ford,71,+1 lap,0
10,23,Andrea Montermini,Forti Ford,69,+3 laps,0
NC,4,Gerhard Berger,Benetton Renault,56,DNF,0
NC,1,Michael Schumacher,Ferrari,46,DNF,0
NC,20,Pedro Lamy,Minardi Ford,39,DNF,0
NC,19,Mika Salo,Tyrrell Yamaha,36,DNF,0
NC,12,Martin Brundle,Jordan Peugeot,34,DNF,0
NC,21,Tarso Marques,Minardi Ford,33,DNF,0
NC,15,Heinz-Harald Frentzen,Sauber Ford,32,DNF,0
NC,10,Pedro Diniz,Ligier Mugen Honda,29,DNF,0
NC,18,Ukyo Katayama,Tyrrell Yamaha,28,DNF,0
NC,16,Ricardo Rosset,Footwork Hart,24,DNF,0
NC,22,Luca Badoer,Forti Ford,24,DNF,0
NC,7,Mika Hakkinen,McLaren Mercedes,19,DNF,0
