POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Damon Hill,Williams Renault,72,1:36:28.795,10
2,6,Jacques Villeneuve,Williams Renault,72,+8.127s,6
3,3,Jean Alesi,Benetton Renault,72,+46.442s,4
4,4,Gerhard Berger,Benetton Renault,72,+46.859s,3
5,7,Mika Hakkinen,McLaren Mercedes,72,+62.774s,2
6,8,David Coulthard,McLaren Mercedes,71,+1 lap,1
7,9,Olivier Panis,Ligier Mugen Honda,71,+1 lap,0
8,12,Martin Brundle,Jordan Peugeot,71,+1 lap,0
9,11,Rubens Barrichello,Jordan Peugeot,71,+1 lap,0
10,19,Mika Salo,Tyrrell Yamaha,70,+2 laps,0
11,16,Ricardo Rosset,Footwork Hart,69,+3 laps,0
12,20,Pedro Lamy,Minardi Ford,69,+3 laps,0
NC,15,Heinz-Harald Frentzen,Sauber Ford,56,DNF,0
NC,18,Ukyo Katayama,Tyrrell Yamaha,33,DNF,0
NC,22,Luca Badoer,Forti Ford,29,DNF,0
NC,10,Pedro Diniz,Ligier Mugen Honda,28,DNF,0
NC,17,Jos Verstappen,Footwork Hart,10,DNF,0
NC,2,Eddie Irvine,Ferrari,5,DNF,0
NC,21,Giancarlo Fisichella,Minardi Ford,2,DNF,0
NC,23,Andrea Montermini,Forti Ford,2,DNF,0
NC,1,Michael Schumacher,Ferrari,0,DNF,0
