POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Michael Schumacher,Ferrari,65,1:59:49.307,10
2,3,Jean Alesi,Benetton Renault,65,+45.302s,6
3,6,Jacques Villeneuve,Williams Renault,65,+48.388s,4
4,15,Heinz-Harald Frentzen,Sauber Ford,64,+1 lap,3
5,7,Mika Hakkinen,McLaren Mercedes,64,+1 lap,2
6,10,Pedro Diniz,Ligier Mugen Honda,63,+2 laps,1
NC,17,Jos Verstappen,Footwork Hart,47,DNF,0
NC,11,Rubens Barrichello,Jordan Peugeot,45,DNF,0
NC,4,Gerhard Berger,Benetton Renault,44,DNF,0
NC,14,Johnny Herbert,Sauber Ford,20,DNF,0
NC,12,Martin Brundle,Jordan Peugeot,17,DNF,0
DQ,19,Mika Salo,Tyrrell Yamaha,16,DSQ,0
NC,5,Damon Hill,Williams Renault,10,DNF,0
NC,18,Ukyo Katayama,Tyrrell Yamaha,8,DNF,0
NC,2,Eddie Irvine,Ferrari,1,DNF,0
NC,9,Olivier Panis,Ligier Mugen Honda,1,DNF,0
NC,21,Giancarlo Fisichella,Minardi Ford,1,DNF,0
NC,8,David Coulthard,McLaren Mercedes,0,DNF,0
NC,16,Ricardo Rosset,Footwork Hart,0,DNF,0
NC,20,Pedro Lamy,Minardi Ford,0,DNF,0
