POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,11,Carlos Reutemann,Ferrari,76,1:42:12.390,9
2,1,Niki Lauda,Brabham Alfa Romeo,76,+1.230s,6
3,2,John Watson,Brabham Alfa Romeo,76,+37.250s,4
4,4,Patrick Depailler,Tyrrell Ford,76,+73.270s,3
5,16,Hans-Joachim Stuck,Shadow Ford,75,+1 lap,2
6,8,Patrick Tambay,McLaren Ford,75,+1 lap,1
7,33,Bruno Giacomelli,McLaren Ford,75,+1 lap,0
8,30,Brett Lunger,McLaren Ford,75,+1 lap,0
9,19,Vittorio Brambilla,Surtees Ford,75,+1 lap,0
10,26,Jacques Laffite,Ligier Matra,73,+3 laps,0
NC,9,Jochen Mass,ATS Ford,66,+10 laps,0
NC,10,Keke Rosberg,ATS Ford,59,DNF,0
NC,17,Clay Regazzoni,Shadow Ford,49,DNF,0
NC,15,Jean-Pierre Jabouille,Renault,46,DNF,0
NC,35,Riccardo Patrese,Arrows Ford,40,DNF,0
NC,3,Didier Pironi,Tyrrell Ford,40,DNF,0
NC,20,Jody Scheckter,Wolf Ford,36,DNF,0
NC,14,Emerson Fittipaldi,Fittipaldi Ford,32,DNF,0
NC,37,Arturo Merzario,Merzario Ford,32,DNF,0
NC,22,Derek Daly,Ensign Ford,30,DNF,0
NC,5,Mario Andretti,Lotus Ford,28,DNF,0
NC,27,Alan Jones,Williams Ford,26,DNF,0
NC,12,Gilles Villeneuve,Ferrari,19,DNF,0
NC,25,Hector Rebaque,Lotus Ford,15,DNF,0
NC,7,James Hunt,McLaren Ford,7,DNF,0
NC,6,Ronnie Peterson,Lotus Ford,6,DNF,0
