POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Ronnie Peterson,Lotus Ford,54,1:41:21.570,9
2,4,Patrick Depailler,Tyrrell Ford,54,+47.440s,6
3,12,Gilles Villeneuve,Ferrari,54,+99.760s,4
4,14,Emerson Fittipaldi,Fittipaldi Ford,53,+1 lap,3
5,26,Jacques Laffite,Ligier Matra,53,+1 lap,2
6,19,Vittorio Brambilla,Surtees Ford,53,+1 lap,1
7,2,John Watson,Brabham Alfa Romeo,53,+1 lap,0
8,30,Brett Lunger,McLaren Ford,52,+2 laps,0
9,31,Rene Arnoux,Martini Ford,52,+2 laps,0
NC,17,Clay Regazzoni,Shadow Ford,50,+4 laps,0
NC,32,Keke Rosberg,Wolf Ford,49,+5 laps,0
DQ,22,Derek Daly,Ensign Ford,43,DSQ,0
NC,8,Patrick Tambay,McLaren Ford,40,DNF,0
NC,16,Hans-Joachim Stuck,Shadow Ford,33,DNF,0
NC,15,Jean-Pierre Jabouille,Renault,31,DNF,0
NC,1,Niki Lauda,Brabham Alfa Romeo,28,DNF,0
DQ,11,Carlos Reutemann,Ferrari,27,DSQ,0
NC,3,Didier Pironi,Tyrrell Ford,20,DNF,0
NC,7,James Hunt,McLaren Ford,8,DNF,0
NC,27,Alan Jones,Williams Ford,7,DNF,0
NC,23,Harald Ertl,Ensign Ford,6,DNF,0
NC,35,Riccardo Patrese,Arrows Ford,6,DNF,0
NC,20,Jody Scheckter,Wolf Ford,3,DNF,0
NC,29,Nelson Piquet,McLaren Ford,2,DNF,0
NC,25,Hector Rebaque,Lotus Ford,1,DNF,0
NC,5,Mario Andretti,Lotus Ford,0,DNF,0
