POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,8,Mika Hakkinen,McLaren Mercedes,78,1:51:23.595,10
2,5,Giancarlo Fisichella,Benetton Playlife,78,+11.475s,6
3,4,Eddie Irvine,Ferrari,78,+41.378s,4
4,17,Mika Salo,Arrows,78,+60.363s,3
5,1,Jacques Villeneuve,Williams Mecachrome,77,+1 lap,2
6,16,Pedro Diniz,Arrows,77,+1 lap,1
7,15,Johnny Herbert,Sauber Petronas,77,+1 lap,0
8,9,Damon Hill,Jordan Mugen Honda,76,+2 laps,0
9,22,Shinji Nakano,Minardi Ford,76,+2 laps,0
10,3,Michael Schumacher,Ferrari,76,+2 laps,0
11,21,Toranosuke Takagi,Tyrrell Ford,76,+2 laps,0
12,14,Jean Alesi,Sauber Petronas,72,DNF,0
NC,12,Jarno Trulli,Prost Peugeot,56,DNF,0
NC,11,Olivier Panis,Prost Peugeot,49,DNF,0
NC,10,Ralf Schumacher,Jordan Mugen Honda,44,DNF,0
NC,6,Alexander Wurz,Benetton Playlife,42,DNF,0
NC,19,Jan Magnussen,Stewart Ford,30,DNF,0
NC,7,David Coulthard,McLaren Mercedes,17,DNF,0
NC,18,Rubens Barrichello,Stewart Ford,11,DNF,0
NC,2,Heinz-Harald Frentzen,Williams Mecachrome,9,DNF,0
NC,23,Esteban Tuero,Minardi Ford,0,DNF,0
