POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,8,Mika Hakkinen,McLaren Mercedes,72,1:37:11.747,10
2,7,David Coulthard,McLaren Mercedes,72,+1.102s,6
3,3,Michael Schumacher,Ferrari,72,+60.550s,4
4,6,Alexander Wurz,Benetton Playlife,72,+67.453s,3
5,2,Heinz-Harald Frentzen,Williams Mecachrome,71,+1 lap,2
6,5,Giancarlo Fisichella,Benetton Playlife,71,+1 lap,1
7,1,Jacques Villeneuve,Williams Mecachrome,71,+1 lap,0
8,4,Eddie Irvine,Ferrari,71,+1 lap,0
9,14,Jean Alesi,Sauber Petronas,71,+1 lap,0
10,19,Jan Magnussen,Stewart Ford,70,+2 laps,0
11,15,Johnny Herbert,Sauber Petronas,67,DNF,0
NC,11,Olivier Panis,Prost Peugeot,63,DNF,0
NC,18,Rubens Barrichello,Stewart Ford,56,DNF,0
NC,20,Ricardo Rosset,Tyrrell Ford,52,DNF,0
NC,23,Esteban Tuero,Minardi Ford,44,DNF,0
NC,16,Pedro Diniz,Arrows,26,DNF,0
NC,21,Toranosuke Takagi,Tyrrell Ford,19,DNF,0
NC,17,Mika Salo,Arrows,18,DNF,0
NC,12,Jarno Trulli,Prost Peugeot,17,DNF,0
NC,22,Shinji Nakano,Minardi Ford,3,DNF,0
NC,10,Ralf Schumacher,Jordan Mugen Honda,0,DNF,0
