POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Graham Hill,BRM,110,2:19:22.100,9
2,2,Richie Ginther,BRM,110,+34.300s,6
3,8,Jim Clark,Lotus Climax,109,+1 lap,4
4,5,Jack Brabham,Brabham Climax,108,+2 laps,3
5,24,Lorenzo Bandini,Ferrari,106,+4 laps,2
6,12,Carel Godin de Beaufort,Porsche,99,+11 laps,1
7,21,Peter Broeker,Stebro Ford,88,+22 laps,0
8,11,Jo Bonnier,Cooper Climax,85,+25 laps,0
9,23,John Surtees,Ferrari,82,DNF,0
10,16,Jim Hall,Lotus BRM,76,DNF,0
11,3,Bruce McLaren,Cooper Climax,74,DNF,0
NC,14,Jo Siffert,Lotus BRM,56,DNF,0
NC,18,Rodger Ward,Lotus BRM,44,DNF,0
NC,4,Tony Maggs,Cooper Climax,44,DNF,0
NC,6,Dan Gurney,Brabham Climax,42,DNF,0
NC,10,Pedro Rodriguez,Lotus Climax,36,DNF,0
NC,9,Trevor Taylor,Lotus Climax,24,DNF,0
NC,17,Masten Gregory,Lola Climax,14,DNF,0
NC,22,Hap Sharp,Lotus BRM,6,DNF,0
NC,25,Phil Hill,ATS,4,DNF,0
NC,26,Giancarlo Baghetti,ATS,0,DNF,0
