POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,11,Niki Lauda,Ferrari,47,1:31:48.620,9
2,20,Jody Scheckter,Wolf Ford,47,+14.330s,6
3,8,Hans-Joachim Stuck,Brabham Alfa Romeo,47,+20.900s,4
4,12,Carlos Reutemann,Ferrari,47,+60.270s,3
5,19,Vittorio Brambilla,Surtees Ford,47,+87.370s,2
6,23,Patrick Tambay,Ensign Ford,47,+89.810s,1
7,18,Vern Schuppan,Surtees Ford,46,+1 lap,0
8,9,Alex Ribeiro,March Ford,46,+1 lap,0
9,3,Ronnie Peterson,Tyrrell Ford,42,DNF,0
10,16,Riccardo Patrese,Shadow Ford,42,DNF,0
NC,24,Rupert Keegan,Hesketh Ford,40,DNF,0
NC,5,Mario Andretti,Lotus Ford,34,DNF,0
NC,1,James Hunt,McLaren Ford,32,DNF,0
NC,6,Gunnar Nilsson,Lotus Ford,31,DNF,0
NC,2,Jochen Mass,McLaren Ford,26,DNF,0
NC,4,Patrick Depailler,Tyrrell Ford,22,DNF,0
NC,26,Jacques Laffite,Ligier Matra,21,DNF,0
NC,25,Hector Rebaque,Hesketh Ford,20,DNF,0
NC,30,Brett Lunger,McLaren Ford,14,DNF,0
NC,10,Ian Scheckter,March Ford,9,DNF,0
NC,35,Hans Heyer,Penske Ford,9,DNF,0
NC,7,John Watson,Brabham Alfa Romeo,8,DNF,0
NC,34,Jean-Pierre Jarier,Penske Ford,5,DNF,0
NC,17,Alan Jones,Shadow Ford,0,DNF,0
NC,22,Clay Regazzoni,Ensign Ford,0,DNF,0
