POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,20,Jody Scheckter,Wolf Ford,53,1:40:11.190,9
2,8,Carlos Pace,Brabham Alfa Romeo,53,+43.240s,6
3,12,Carlos Reutemann,Ferrari,53,+46.020s,4
4,28,Emerson Fittipaldi,Fittipaldi Ford,53,+55.480s,3
5,5,Mario Andretti,Lotus Ford,51,DNF,2
6,22,Clay Regazzoni,Ensign Ford,51,+2 laps,1
7,19,Vittorio Brambilla,Surtees Ford,48,DNF,0
NC,10,Ian Scheckter,March Ford,45,DNF,0
NC,16,Tom Pryce,Shadow Ford,45,+8 laps,0
NC,7,John Watson,Brabham Alfa Romeo,41,DNF,0
NC,9,Alex Ribeiro,March Ford,39,DNF,0
NC,26,Jacques Laffite,Ligier Matra,37,+16 laps,0
NC,4,Patrick Depailler,Tyrrell Ford,32,DNF,0
NC,1,James Hunt,McLaren Ford,31,DNF,0
NC,2,Jochen Mass,McLaren Ford,28,DNF,0
NC,3,Ronnie Peterson,Tyrrell Ford,28,DNF,0
NC,29,Ingo Hoffman,Fittipaldi Ford,22,DNF,0
NC,11,Niki Lauda,Ferrari,20,DNF,0
NC,18,Hans Binder,Surtees Ford,18,DNF,0
NC,17,Renzo Zorzi,Shadow Ford,2,DNF,0
