POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,20,Jody Scheckter,Wolf Ford,80,1:40:00.000,9
2,4,Patrick Depailler,Tyrrell Ford,80,+6.770s,6
3,2,Jochen Mass,McLaren Ford,80,+15.760s,4
4,17,Alan Jones,Shadow Ford,80,+46.690s,3
5,23,Patrick Tambay,Ensign Ford,80,+63.260s,2
6,19,Vittorio Brambilla,Surtees Ford,78,DNF,1
7,14,Danny Ongais,Penske Ford,78,+2 laps,0
8,9,Alex Ribeiro,March Ford,78,+2 laps,0
9,5,Mario Andretti,Lotus Ford,77,DNF,0
10,16,Riccardo Patrese,Shadow Ford,76,DNF,0
11,30,Brett Lunger,McLaren Ford,76,DNF,0
12,21,Gilles Villeneuve,Ferrari,76,DNF,0
NC,1,James Hunt,McLaren Ford,61,DNF,0
NC,27,Patrick Neve,March Ford,56,DNF,0
NC,3,Ronnie Peterson,Tyrrell Ford,34,DNF,0
NC,24,Rupert Keegan,Hesketh Ford,32,DNF,0
NC,18,Hans Binder,Surtees Ford,31,DNF,0
NC,28,Emerson Fittipaldi,Fittipaldi Ford,29,DNF,0
NC,10,Ian Scheckter,March Ford,29,DNF,0
NC,12,Carlos Reutemann,Ferrari,20,DNF,0
NC,8,Hans-Joachim Stuck,Brabham Alfa Romeo,19,DNF,0
NC,6,Gunnar Nilsson,Lotus Ford,17,DNF,0
NC,26,Jacques Laffite,Ligier Matra,12,DNF,0
NC,7,John Watson,Brabham Alfa Romeo,1,DNF,0
NC,22,Clay Regazzoni,Ensign Ford,0,DNF,0
