POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Mario Andretti,Lotus Ford,52,1:27:50.300,9
2,11,Niki Lauda,Ferrari,52,+16.960s,6
3,17,Alan Jones,Shadow Ford,52,+23.630s,4
4,2,Jochen Mass,McLaren Ford,52,+28.480s,3
5,22,Clay Regazzoni,Ensign Ford,52,+31.110s,2
6,3,Ronnie Peterson,Tyrrell Ford,52,+79.220s,1
7,27,Patrick Neve,March Ford,50,+2 laps,0
8,26,Jacques Laffite,Ligier Matra,50,+2 laps,0
9,24,Rupert Keegan,Hesketh Ford,48,+4 laps,0
NC,10,Ian Scheckter,March Ford,41,DNF,0
NC,12,Carlos Reutemann,Ferrari,39,DNF,0
NC,14,Bruno Giacomelli,McLaren Ford,38,DNF,0
NC,16,Riccardo Patrese,Shadow Ford,38,DNF,0
NC,8,Hans-Joachim Stuck,Brabham Alfa Romeo,31,DNF,0
NC,1,James Hunt,McLaren Ford,26,DNF,0
NC,4,Patrick Depailler,Tyrrell Ford,24,DNF,0
NC,20,Jody Scheckter,Wolf Ford,23,DNF,0
NC,15,Jean-Pierre Jabouille,Renault,23,DNF,0
NC,34,Jean-Pierre Jarier,Penske Ford,19,DNF,0
NC,23,Patrick Tambay,Ensign Ford,8,DNF,0
NC,19,Vittorio Brambilla,Surtees Ford,5,DNF,0
NC,30,Brett Lunger,McLaren Ford,4,DNF,0
NC,6,Gunnar Nilsson,Lotus Ford,4,DNF,0
NC,7,John Watson,Brabham Alfa Romeo,3,DNF,0
