POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,23,Jim Clark,Lotus Climax,32,2:06:40.500,9
2,20,Bruce McLaren,Cooper Climax,32,+3.400s,6
3,14,Jack Brabham,Brabham Climax,32,+48.100s,4
4,2,Richie Ginther,BRM,32,+118.600s,3
5,1,Graham Hill,BRM,31,DNF,2
6,15,Dan Gurney,Brabham Climax,31,DNF,1
7,4,Trevor Taylor,BRP BRM,31,+1 lap,0
8,6,Giancarlo Baghetti,BRM,31,+1 lap,0
9,24,Peter Arundell,Lotus Climax,28,+4 laps,0
10,3,Innes Ireland,BRP BRM,28,+4 laps,0
DQ,29,Peter Revson,Lotus BRM,27,DSQ,0
NC,17,Jo Siffert,Brabham BRM,13,DNF,0
NC,21,Phil Hill,Cooper Climax,13,DNF,0
NC,11,Lorenzo Bandini,Ferrari,11,DNF,0
NC,28,Andre Pilette,Scirocco Climax,10,DNF,0
NC,16,Jo Bonnier,Brabham BRM,7,DNF,0
NC,27,Chris Amon,Lotus BRM,3,DNF,0
NC,10,John Surtees,Ferrari,3,DNF,0
