POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,4,Eddie Irvine,Ferrari,45,1:21:58.594,10
2,3,Mika Salo,Ferrari,45,+1.007s,6
3,8,Heinz-Harald Frentzen,Jordan Mugen Honda,45,+5.195s,4
4,6,Ralf Schumacher,Williams Supertec,45,+12.809s,3
5,2,David Coulthard,McLaren Mercedes,45,+16.823s,2
6,18,Olivier Panis,Prost Peugeot,45,+29.879s,1
7,10,Alexander Wurz,Benetton Playlife,45,+33.333s,0
8,11,Jean Alesi,Sauber Petronas,45,+71.291s,0
9,21,Marc Gene,Minardi Ford,45,+108.318s,0
10,20,Luca Badoer,Minardi Ford,44,+1 lap,0
11,17,Johnny Herbert,Stewart Ford,40,DNF,0
NC,14,Pedro de la Rosa,Arrows,37,DNF,0
NC,1,Mika Hakkinen,McLaren Mercedes,25,DNF,0
NC,5,Alessandro Zanardi,Williams Supertec,21,DNF,0
NC,23,Ricardo Zonta,BAR Supertec,20,DNF,0
NC,15,Toranosuke Takagi,Arrows,15,DNF,0
NC,7,Damon Hill,Jordan Mugen Honda,13,DNF,0
NC,19,Jarno Trulli,Prost Peugeot,10,DNF,0
NC,9,Giancarlo Fisichella,Benetton Playlife,7,DNF,0
NC,16,Rubens Barrichello,Stewart Ford,6,DNF,0
NC,22,Jacques Villeneuve,BAR Supertec,0,DNF,0
NC,12,Pedro Diniz,Sauber Petronas,0,DNF,0
