POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Mika Hakkinen,McLaren Mercedes,65,1:34:13.665,10
2,2,David Coulthard,McLaren Mercedes,65,+6.238s,6
3,3,Michael Schumacher,Ferrari,65,+10.845s,4
4,4,Eddie Irvine,Ferrari,65,+30.182s,3
5,6,Ralf Schumacher,Williams Supertec,65,+87.208s,2
6,19,Jarno Trulli,Prost Peugeot,64,+1 lap,1
7,7,Damon Hill,Jordan Mugen Honda,64,+1 lap,0
8,23,Mika Salo,BAR Supertec,64,+1 lap,0
9,9,Giancarlo Fisichella,Benetton Playlife,64,+1 lap,0
10,10,Alexander Wurz,Benetton Playlife,64,+1 lap,0
11,14,Pedro de la Rosa,Arrows,63,+2 laps,0
12,15,Toranosuke Takagi,Arrows,62,+3 laps,0
NC,20,Luca Badoer,Minardi Ford,50,DNF,0
NC,22,Jacques Villeneuve,BAR Supertec,40,DNF,0
NC,12,Pedro Diniz,Sauber Petronas,40,DNF,0
NC,17,Johnny Herbert,Stewart Ford,40,DNF,0
NC,8,Heinz-Harald Frentzen,Jordan Mugen Honda,35,DNF,0
NC,11,Jean Alesi,Sauber Petronas,27,DNF,0
NC,5,Alessandro Zanardi,Williams Supertec,24,DNF,0
NC,18,Olivier Panis,Prost Peugeot,24,DNF,0
NC,21,Marc Gene,Minardi Ford,0,DNF,0
