POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,8,Heinz-Harald Frentzen,Jordan Mugen Honda,53,1:17:02.923,10
2,6,Ralf Schumacher,Williams Supertec,53,+3.272s,6
3,3,Mika Salo,Ferrari,53,+11.932s,4
4,16,Rubens Barrichello,Stewart Ford,53,+17.630s,3
5,2,David Coulthard,McLaren Mercedes,53,+18.142s,2
6,4,Eddie Irvine,Ferrari,53,+27.402s,1
7,5,Alessandro Zanardi,Williams Supertec,53,+28.047s,0
8,22,Jacques Villeneuve,BAR Supertec,53,+41.797s,0
9,11,Jean Alesi,Sauber Petronas,53,+42.198s,0
10,7,Damon Hill,Jordan Mugen Honda,53,+56.259s,0
11,18,Olivier Panis,Prost Peugeot,52,DNF,0
NC,17,Johnny Herbert,Stewart Ford,40,DNF,0
NC,15,Toranosuke Takagi,Arrows,35,DNF,0
NC,14,Pedro de la Rosa,Arrows,35,DNF,0
NC,1,Mika Hakkinen,McLaren Mercedes,29,DNF,0
NC,19,Jarno Trulli,Prost Peugeot,29,DNF,0
NC,23,Ricardo Zonta,BAR Supertec,25,DNF,0
NC,20,Luca Badoer,Minardi Ford,23,DNF,0
NC,10,Alexander Wurz,Benetton Playlife,11,DNF,0
NC,12,Pedro Diniz,Sauber Petronas,1,DNF,0
NC,9,Giancarlo Fisichella,Benetton Playlife,1,DNF,0
NC,21,Marc Gene,Minardi Ford,0,DNF,0
