POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,3,Michael Schumacher,Ferrari,78,1:49:31.812,10
2,4,Eddie Irvine,Ferrari,78,+30.476s,6
3,1,Mika Hakkinen,McLaren Mercedes,78,+37.483s,4
4,8,Heinz-Harald Frentzen,Jordan Mugen Honda,78,+54.009s,3
5,9,Giancarlo Fisichella,Benetton Playlife,77,+1 lap,2
6,10,Alexander Wurz,Benetton Playlife,77,+1 lap,1
7,19,Jarno Trulli,Prost Peugeot,77,+1 lap,0
8,5,Alessandro Zanardi,Williams Supertec,76,+2 laps,0
9,16,Rubens Barrichello,Stewart Ford,71,DNF,0
NC,6,Ralf Schumacher,Williams Supertec,54,DNF,0
NC,11,Jean Alesi,Sauber Petronas,50,DNF,0
NC,12,Pedro Diniz,Sauber Petronas,49,DNF,0
NC,18,Olivier Panis,Prost Peugeot,40,DNF,0
NC,2,David Coulthard,McLaren Mercedes,36,DNF,0
NC,23,Mika Salo,BAR Supertec,36,DNF,0
NC,15,Toranosuke Takagi,Arrows,36,DNF,0
NC,22,Jacques Villeneuve,BAR Supertec,32,DNF,0
NC,17,Johnny Herbert,Stewart Ford,32,DNF,0
NC,14,Pedro de la Rosa,Arrows,30,DNF,0
NC,21,Marc Gene,Minardi Ford,24,DNF,0
NC,20,Luca Badoer,Minardi Ford,10,DNF,0
NC,7,Damon Hill,Jordan Mugen Honda,3,DNF,0
