POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,3,Michael Schumacher,Ferrari,62,1:33:44.792,10
2,2,David Coulthard,McLaren Mercedes,62,+4.265s,6
3,16,Rubens Barrichello,Stewart Ford,61,+1 lap,4
4,7,Damon Hill,Jordan Mugen Honda,61,+1 lap,3
5,9,Giancarlo Fisichella,Benetton Playlife,61,+1 lap,2
6,11,Jean Alesi,Sauber Petronas,61,+1 lap,1
7,23,Mika Salo,BAR Supertec,59,DNF,0
8,20,Luca Badoer,Minardi Ford,59,+3 laps,0
9,21,Marc Gene,Minardi Ford,59,+3 laps,0
10,17,Johnny Herbert,Stewart Ford,58,DNF,0
11,5,Alessandro Zanardi,Williams Supertec,58,DNF,0
NC,12,Pedro Diniz,Sauber Petronas,49,DNF,0
NC,18,Olivier Panis,Prost Peugeot,48,DNF,0
NC,4,Eddie Irvine,Ferrari,46,DNF,0
NC,8,Heinz-Harald Frentzen,Jordan Mugen Honda,46,DNF,0
NC,15,Toranosuke Takagi,Arrows,29,DNF,0
NC,6,Ralf Schumacher,Williams Supertec,28,DNF,0
NC,1,Mika Hakkinen,McLaren Mercedes,17,DNF,0
NC,14,Pedro de la Rosa,Arrows,5,DNF,0
NC,10,Alexander Wurz,Benetton Playlife,5,DNF,0
NC,22,Jacques Villeneuve,BAR Supertec,0,DNF,0
NC,19,Jarno Trulli,Prost Peugeot,0,DNF,0
