POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,2,David Coulthard,McLaren Mercedes,44,1:25:43.057,10
2,1,Mika Hakkinen,McLaren Mercedes,44,+10.469s,6
3,8,Heinz-Harald Frentzen,Jordan Mugen Honda,44,+33.433s,4
4,4,Eddie Irvine,Ferrari,44,+44.948s,3
5,6,Ralf Schumacher,Williams Supertec,44,+48.067s,2
6,7,Damon Hill,Jordan Mugen Honda,44,+54.916s,1
7,3,Mika Salo,Ferrari,44,+56.249s,0
8,5,Alessandro Zanardi,Williams Supertec,44,+67.022s,0
9,11,Jean Alesi,Sauber Petronas,44,+73.848s,0
10,16,Rubens Barrichello,Stewart Ford,44,+80.742s,0
11,9,Giancarlo Fisichella,Benetton Playlife,44,+92.195s,0
12,19,Jarno Trulli,Prost Peugeot,44,+96.154s,0
13,18,Olivier Panis,Prost Peugeot,44,+101.543s,0
14,10,Alexander Wurz,Benetton Playlife,44,+117.745s,0
15,22,Jacques Villeneuve,BAR Supertec,43,+1 lap,0
16,21,Marc Gene,Minardi Ford,43,+1 lap,0
NC,14,Pedro de la Rosa,Arrows,35,DNF,0
NC,20,Luca Badoer,Minardi Ford,33,DNF,0
NC,23,Ricardo Zonta,BAR Supertec,33,DNF,0
NC,17,Johnny Herbert,Stewart Ford,27,DNF,0
NC,12,Pedro Diniz,Sauber Petronas,19,DNF,0
NC,15,Toranosuke Takagi,Arrows,0,DNF,0
