POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,3,Jenson Button,McLaren Mercedes,71,1:45:22.656,25
2,5,Fernando Alonso,Ferrari,71,+2.754s,18
3,6,Felipe Massa,Ferrari,71,+3.615s,15
4,2,Mark Webber,Red Bull Racing Renault,71,+4.936s,12
5,12,Nico Hulkenberg,Force India Mercedes,71,+5.708s,10
6,1,Sebastian Vettel,Red Bull Racing Renault,71,+9.453s,8
7,7,Michael Schumacher,Mercedes,71,+11.907s,6
8,17,Jean-Eric Vergne,STR Ferrari,71,+28.653s,4
9,14,Kamui Kobayashi,Sauber Ferrari,71,+31.250s,2
10,9,Kimi Räikkönen,Lotus Renault,70,+1 lap,1
11,21,Vitaly Petrov,Caterham Renault,70,+1 lap,0
12,25,Charles Pic,Marussia Cosworth,70,+1 lap,0
13,16,Daniel Ricciardo,STR Ferrari,70,+1 lap,0
14,20,Heikki Kovalainen,Caterham Renault,70,+1 lap,0
15,8,Nico Rosberg,Mercedes,70,+1 lap,0
16,24,Timo Glock,Marussia Cosworth,70,+1 lap,0
17,22,Pedro de la Rosa,HRT Cosworth,69,+2 laps,0
18,23,Narain Karthikeyan,HRT Cosworth,69,+2 laps,0
19,11,Paul di Resta,Force India Mercedes,68,DNF,0
NC,4,Lewis Hamilton,McLaren Mercedes,54,DNF,0
NC,10,Romain Grosjean,Lotus Renault,5,DNF,0
NC,18,Pastor Maldonado,Williams Renault,1,DNF,0
NC,19,Bruno Senna,Williams Renault,0,DNF,0
NC,15,Sergio Perez,Sauber Ferrari,0,DNF,0
