POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,3,Jenson Button,McLaren Mercedes,44,1:29:08.530,25
2,1,Sebastian Vettel,Red Bull Racing Renault,44,+13.624s,18
3,9,Kimi Räikkönen,Lotus Renault,44,+25.334s,15
4,12,Nico Hulkenberg,Force India Mercedes,44,+27.843s,12
5,6,Felipe Massa,Ferrari,44,+29.845s,10
6,2,Mark Webber,Red Bull Racing Renault,44,+31.244s,8
7,7,Michael Schumacher,Mercedes,44,+53.374s,6
8,17,Jean-Eric Vergne,STR Ferrari,44,+58.865s,4
9,16,Daniel Ricciardo,STR Ferrari,44,+62.982s,2
10,11,Paul di Resta,Force India Mercedes,44,+63.783s,1
11,8,Nico Rosberg,Mercedes,44,+65.111s,0
12,19,Bruno Senna,Williams Renault,44,+71.529s,0
13,14,Kamui Kobayashi,Sauber Ferrari,44,+116.119s,0
14,21,Vitaly Petrov,Caterham Renault,43,+1 lap,0
15,24,Timo Glock,Marussia Cosworth,43,+1 lap,0
16,25,Charles Pic,Marussia Cosworth,43,+1 lap,0
17,20,Heikki Kovalainen,Caterham Renault,43,+1 lap,0
18,22,Pedro de la Rosa,HRT Cosworth,43,+1 lap,0
NC,23,Narain Karthikeyan,HRT Cosworth,29,DNF,0
NC,18,Pastor Maldonado,Williams Renault,4,DNF,0
NC,15,Sergio Perez,Sauber Ferrari,0,DNF,0
NC,5,Fernando Alonso,Ferrari,0,DNF,0
NC,4,Lewis Hamilton,McLaren Mercedes,0,DNF,0
NC,10,Romain Grosjean,Lotus Renault,0,DNF,0
