POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,2,Mark Webber,Red Bull Racing Renault,52,1:25:11.288,25
2,5,Fernando Alonso,Ferrari,52,+3.060s,18
3,1,Sebastian Vettel,Red Bull Racing Renault,52,+4.836s,15
4,6,Felipe Massa,Ferrari,52,+9.519s,12
5,9,Kimi Räikkönen,Lotus Renault,52,+10.314s,10
6,10,Romain Grosjean,Lotus Renault,52,+17.101s,8
7,7,Michael Schumacher,Mercedes,52,+29.153s,6
8,4,Lewis Hamilton,McLaren Mercedes,52,+36.463s,4
9,19,Bruno Senna,Williams Renault,52,+43.347s,2
10,3,Jenson Button,McLaren Mercedes,52,+44.444s,1
11,14,Kamui Kobayashi,Sauber Ferrari,52,+45.370s,0
12,12,Nico Hulkenberg,Force India Mercedes,52,+47.856s,0
13,16,Daniel Ricciardo,STR Ferrari,52,+51.241s,0
14,17,Jean-Eric Vergne,STR Ferrari,52,+53.313s,0
15,8,Nico Rosberg,Mercedes,52,+57.394s,0
16,18,Pastor Maldonado,Williams Renault,51,+1 lap,0
17,20,Heikki Kovalainen,Caterham Renault,51,+1 lap,0
18,24,Timo Glock,Marussia Cosworth,51,+1 lap,0
19,25,Charles Pic,Marussia Cosworth,51,+1 lap,0
20,22,Pedro de la Rosa,HRT Cosworth,50,+2 laps,0
21,23,Narain Karthikeyan,HRT Cosworth,50,+2 laps,0
NC,15,Sergio Perez,Sauber Ferrari,11,DNF,0
NC,11,Paul di Resta,Force India Mercedes,2,DNF,0
NC,21,Vitaly Petrov,Caterham Renault,,DNS,0
