POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,4,Lewis Hamilton,McLaren Mercedes,70,1:32:29.586,25
2,10,Romain Grosjean,Lotus Renault,70,+2.513s,18
3,15,Sergio Perez,Sauber Ferrari,70,+5.260s,15
4,1,Sebastian Vettel,Red Bull Racing Renault,70,+7.295s,12
5,5,Fernando Alonso,Ferrari,70,+13.411s,10
6,8,Nico Rosberg,Mercedes,70,+13.842s,8
7,2,Mark Webber,Red Bull Racing Renault,70,+15.085s,6
8,9,Kimi Räikkönen,Lotus Renault,70,+15.567s,4
9,14,Kamui Kobayashi,Sauber Ferrari,70,+24.432s,2
10,6,Felipe Massa,Ferrari,70,+25.272s,1
11,11,Paul di Resta,Force India Mercedes,70,+37.693s,0
12,12,Nico Hulkenberg,Force India Mercedes,70,+46.236s,0
13,18,Pastor Maldonado,Williams Renault,70,+47.052s,0
14,16,Daniel Ricciardo,STR Ferrari,70,+64.475s,0
15,17,Jean-Eric Vergne,STR Ferrari,69,+1 lap,0
16,3,Jenson Button,McLaren Mercedes,69,+1 lap,0
17,19,Bruno Senna,Williams Renault,69,+1 lap,0
18,20,Heikki Kovalainen,Caterham Renault,69,+1 lap,0
19,21,Vitaly Petrov,Caterham Renault,69,+1 lap,0
20,25,Charles Pic,Marussia Cosworth,67,+3 laps,0
NC,24,Timo Glock,Marussia Cosworth,56,DNF,0
NC,7,Michael Schumacher,Mercedes,43,DNF,0
NC,22,Pedro de la Rosa,HRT Cosworth,24,DNF,0
NC,23,Narain Karthikeyan,HRT Cosworth,22,DNF,0
