POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Fernando Alonso,Ferrari,56,2:44:51.812,25
2,15,Sergio Perez,Sauber Ferrari,56,+2.263s,18
3,4,Lewis Hamilton,McLaren Mercedes,56,+14.591s,15
4,2,Mark Webber,Red Bull Racing Renault,56,+17.688s,12
5,9,Kimi Räikkönen,Lotus Renault,56,+29.456s,10
6,19,Bruno Senna,Williams Renault,56,+37.667s,8
7,11,Paul di Resta,Force India Mercedes,56,+44.412s,6
8,17,Jean-Eric Vergne,STR Ferrari,56,+46.985s,4
9,12,Nico Hulkenberg,Force India Mercedes,56,+47.892s,2
10,7,Michael Schumacher,Mercedes,56,+49.996s,1
11,1,Sebastian Vettel,Red Bull Racing Renault,56,+75.527s,0
12,16,Daniel Ricciardo,STR Ferrari,56,+76.828s,0
13,8,Nico Rosberg,Mercedes,56,+78.593s,0
14,3,Jenson Button,McLaren Mercedes,56,+79.719s,0
15,6,Felipe Massa,Ferrari,56,+97.319s,0
16,21,Vitaly Petrov,Caterham Renault,55,+1 lap,0
17,24,Timo Glock,Marussia Cosworth,55,+1 lap,0
18,20,Heikki Kovalainen,Caterham Renault,55,+1 lap,0
19,18,Pastor Maldonado,Williams Renault,54,DNF,0
20,25,Charles Pic,Marussia Cosworth,54,+2 laps,0
21,22,Pedro de la Rosa,HRT Cosworth,54,+2 laps,0
22,23,Narain Karthikeyan,HRT Cosworth,54,+2 laps,0
NC,14,Kamui Kobayashi,Sauber Ferrari,46,DNF,0
NC,10,Romain Grosjean,Lotus Renault,3,DNF,0
