POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,3,Jenson Button,McLaren Mercedes,58,1:34:09.565,25
2,1,Sebastian Vettel,Red Bull Racing Renault,58,+2.139s,18
3,4,Lewis Hamilton,McLaren Mercedes,58,+4.075s,15
4,2,Mark Webber,Red Bull Racing Renault,58,+4.547s,12
5,5,Fernando Alonso,Ferrari,58,+21.565s,10
6,14,Kamui Kobayashi,Sauber Ferrari,58,+36.766s,8
7,9,Kimi Räikkönen,Lotus Renault,58,+38.014s,6
8,15,Sergio Perez,Sauber Ferrari,58,+39.458s,4
9,16,Daniel Ricciardo,STR Ferrari,58,+39.556s,2
10,11,Paul di Resta,Force India Mercedes,58,+39.737s,1
11,17,Jean-Eric Vergne,STR Ferrari,58,+39.848s,0
12,8,Nico Rosberg,Mercedes,58,+57.642s,0
13,18,Pastor Maldonado,Williams Renault,57,DNF,0
14,24,Timo Glock,Marussia Cosworth,57,+1 lap,0
15,25,Charles Pic,Marussia Cosworth,53,DNF,0
16,19,Bruno Senna,Williams Renault,52,DNF,0
NC,6,Felipe Massa,Ferrari,46,DNF,0
NC,20,Heikki Kovalainen,Caterham Renault,38,DNF,0
NC,21,Vitaly Petrov,Caterham Renault,34,DNF,0
NC,7,Michael Schumacher,Mercedes,10,DNF,0
NC,10,Romain Grosjean,Lotus Renault,1,DNF,0
NC,12,Nico Hulkenberg,Force India Mercedes,0,DNF,0
