POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,4,Lewis Hamilton,McLaren Mercedes,69,1:41:05.503,25
2,9,Kimi Räikkönen,Lotus Renault,69,+1.032s,18
3,10,Romain Grosjean,Lotus Renault,69,+10.518s,15
4,1,Sebastian Vettel,Red Bull Racing Renault,69,+11.614s,12
5,5,Fernando Alonso,Ferrari,69,+26.653s,10
6,3,Jenson Button,McLaren Mercedes,69,+30.243s,8
7,19,Bruno Senna,Williams Renault,69,+33.899s,6
8,2,Mark Webber,Red Bull Racing Renault,69,+34.458s,4
9,6,Felipe Massa,Ferrari,69,+38.350s,2
10,8,Nico Rosberg,Mercedes,69,+51.234s,1
11,12,Nico Hulkenberg,Force India Mercedes,69,+57.283s,0
12,11,Paul di Resta,Force India Mercedes,69,+62.887s,0
13,18,Pastor Maldonado,Williams Renault,69,+63.606s,0
14,15,Sergio Perez,Sauber Ferrari,69,+64.494s,0
15,16,Daniel Ricciardo,STR Ferrari,68,+1 lap,0
16,17,Jean-Eric Vergne,STR Ferrari,68,+1 lap,0
17,20,Heikki Kovalainen,Caterham Renault,68,+1 lap,0
18,14,Kamui Kobayashi,Sauber Ferrari,67,DNF,0
19,21,Vitaly Petrov,Caterham Renault,67,+2 laps,0
20,25,Charles Pic,Marussia Cosworth,67,+2 laps,0
21,24,Timo Glock,Marussia Cosworth,66,+3 laps,0
22,22,Pedro de la Rosa,HRT Cosworth,66,+3 laps,0
NC,23,Narain Karthikeyan,HRT Cosworth,60,DNF,0
NC,7,Michael Schumacher,Mercedes,58,DNF,0
