POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Kimi Räikkönen,Ferrari,66,1:38:19.051,10
2,2,Felipe Massa,Ferrari,66,+3.228s,8
3,22,Lewis Hamilton,McLaren Mercedes,66,+4.187s,6
4,4,Robert Kubica,Sauber BMW,66,+5.694s,5
5,10,Mark Webber,Red Bull Renault,66,+35.938s,4
6,16,Jenson Button,Honda,66,+53.010s,3
7,8,Kazuki Nakajima,Williams Toyota,66,+58.244s,2
8,11,Jarno Trulli,Toyota,66,+59.435s,1
9,3,Nick Heidfeld,Sauber BMW,66,+63.073s,0
10,21,Giancarlo Fisichella,Force India Ferrari,65,+1 lap,0
11,12,Timo Glock,Toyota,65,+1 lap,0
12,9,David Coulthard,Red Bull Renault,65,+1 lap,0
13,18,Takuma Sato,Super Aguri Honda,65,+1 lap,0
NC,7,Nico Rosberg,Williams Toyota,41,DNF,0
NC,5,Fernando Alonso,Renault,34,DNF,0
NC,17,Rubens Barrichello,Honda,34,DNF,0
NC,23,Heikki Kovalainen,McLaren Mercedes,21,DNF,0
NC,19,Anthony Davidson,Super Aguri Honda,8,DNF,0
NC,14,Sebastien Bourdais,STR Ferrari,7,DNF,0
NC,6,Nelson Piquet,Renault,6,DNF,0
NC,15,Sebastian Vettel,STR Ferrari,0,DNF,0
NC,20,Adrian Sutil,Force India Ferrari,0,DNF,0
