POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,2,Felipe Massa,Ferrari,70,1:31:50.245,10
2,1,Kimi Räikkönen,Ferrari,70,+17.984s,8
3,11,Jarno Trulli,Toyota,70,+28.250s,6
4,23,Heikki Kovalainen,McLaren Mercedes,70,+28.929s,5
5,4,Robert Kubica,Sauber BMW,70,+30.512s,4
6,10,Mark Webber,Red Bull Renault,70,+40.304s,3
7,6,Nelson Piquet,Renault,70,+41.033s,2
8,5,Fernando Alonso,Renault,70,+43.372s,1
9,9,David Coulthard,Red Bull Renault,70,+51.072s,0
10,22,Lewis Hamilton,McLaren Mercedes,70,+54.521s,0
11,12,Timo Glock,Toyota,70,+57.738s,0
12,15,Sebastian Vettel,STR Ferrari,70,+58.065s,0
13,3,Nick Heidfeld,Sauber BMW,70,+62.079s,0
14,17,Rubens Barrichello,Honda,69,+1 lap,0
15,8,Kazuki Nakajima,Williams Toyota,69,+1 lap,0
16,7,Nico Rosberg,Williams Toyota,69,+1 lap,0
17,14,Sebastien Bourdais,STR Ferrari,69,+1 lap,0
18,21,Giancarlo Fisichella,Force India Ferrari,69,+1 lap,0
19,20,Adrian Sutil,Force India Ferrari,69,+1 lap,0
NC,16,Jenson Button,Honda,16,DNF,0
