POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,22,Lewis Hamilton,McLaren Mercedes,56,1:31:57.403,10
2,2,Felipe Massa,Ferrari,56,+14.925s,8
3,1,Kimi Räikkönen,Ferrari,56,+16.445s,6
4,5,Fernando Alonso,Renault,56,+18.370s,5
5,3,Nick Heidfeld,Sauber BMW,56,+28.923s,4
6,4,Robert Kubica,Sauber BMW,56,+33.219s,3
7,12,Timo Glock,Toyota,56,+41.722s,2
8,6,Nelson Piquet,Renault,56,+56.645s,1
9,15,Sebastian Vettel,STR Ferrari,56,+64.339s,0
10,9,David Coulthard,Red Bull Renault,56,+74.842s,0
11,17,Rubens Barrichello,Honda,56,+85.061s,0
12,8,Kazuki Nakajima,Williams Toyota,56,+90.847s,0
13,14,Sebastien Bourdais,STR Ferrari,56,+91.457s,0
14,10,Mark Webber,Red Bull Renault,56,+92.422s,0
15,7,Nico Rosberg,Williams Toyota,55,+1 lap,0
16,16,Jenson Button,Honda,55,+1 lap,0
17,21,Giancarlo Fisichella,Force India Ferrari,55,+1 lap,0
NC,23,Heikki Kovalainen,McLaren Mercedes,49,DNF,0
NC,20,Adrian Sutil,Force India Ferrari,13,DNF,0
NC,11,Jarno Trulli,Toyota,2,DNF,0
