POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,22,Lewis Hamilton,McLaren Mercedes,76,2:00:42.742,10
2,4,Robert Kubica,Sauber BMW,76,+3.064s,8
3,2,Felipe Massa,Ferrari,76,+4.811s,6
4,10,Mark Webber,Red Bull Renault,76,+19.295s,5
5,15,Sebastian Vettel,STR Ferrari,76,+24.657s,4
6,17,Rubens Barrichello,Honda,76,+28.408s,3
7,8,Kazuki Nakajima,Williams Toyota,76,+30.180s,2
8,23,Heikki Kovalainen,McLaren Mercedes,76,+33.191s,1
9,1,Kimi Räikkönen,Ferrari,76,+33.792s,0
10,5,Fernando Alonso,Renault,75,+1 lap,0
11,16,Jenson Button,Honda,75,+1 lap,0
12,12,Timo Glock,Toyota,75,+1 lap,0
13,11,Jarno Trulli,Toyota,75,+1 lap,0
14,3,Nick Heidfeld,Sauber BMW,72,+4 laps,0
NC,20,Adrian Sutil,Force India Ferrari,67,DNF,0
NC,7,Nico Rosberg,Williams Toyota,59,DNF,0
NC,6,Nelson Piquet,Renault,47,DNF,0
NC,21,Giancarlo Fisichella,Force India Ferrari,36,DNF,0
NC,9,David Coulthard,Red Bull Renault,7,DNF,0
NC,14,Sebastien Bourdais,STR Ferrari,7,DNF,0
