POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,4,Robert Kubica,Sauber BMW,70,1:36:24.447,10
2,3,Nick Heidfeld,Sauber BMW,70,+16.495s,8
3,9,David Coulthard,Red Bull Renault,70,+23.352s,6
4,12,Timo Glock,Toyota,70,+42.627s,5
5,2,Felipe Massa,Ferrari,70,+43.934s,4
6,11,Jarno Trulli,Toyota,70,+47.775s,3
7,17,Rubens Barrichello,Honda,70,+53.597s,2
8,15,Sebastian Vettel,STR Ferrari,70,+54.120s,1
9,23,Heikki Kovalainen,McLaren Mercedes,70,+54.433s,0
10,7,Nico Rosberg,Williams Toyota,70,+57.749s,0
11,16,Jenson Button,Honda,70,+67.540s,0
12,10,Mark Webber,Red Bull Renault,70,+71.229s,0
13,14,Sebastien Bourdais,STR Ferrari,69,+1 lap,0
NC,21,Giancarlo Fisichella,Force India Ferrari,51,DNF,0
NC,8,Kazuki Nakajima,Williams Toyota,46,DNF,0
NC,5,Fernando Alonso,Renault,44,DNF,0
NC,6,Nelson Piquet,Renault,39,DNF,0
NC,1,Kimi Räikkönen,Ferrari,19,DNF,0
NC,22,Lewis Hamilton,McLaren Mercedes,19,DNF,0
NC,20,Adrian Sutil,Force India Ferrari,13,DNF,0
