POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,2,Felipe Massa,Ferrari,57,1:31:06.970,10
2,1,Kimi Räikkönen,Ferrari,57,+3.339s,8
3,4,Robert Kubica,Sauber BMW,57,+4.998s,6
4,3,Nick Heidfeld,Sauber BMW,57,+8.409s,5
5,23,Heikki Kovalainen,McLaren Mercedes,57,+26.789s,4
6,11,Jarno Trulli,Toyota,57,+41.314s,3
7,10,Mark Webber,Red Bull Renault,57,+45.473s,2
8,7,Nico Rosberg,Williams Toyota,57,+55.889s,1
9,12,Timo Glock,Toyota,57,+69.500s,0
10,5,Fernando Alonso,Renault,57,+77.181s,0
11,17,Rubens Barrichello,Honda,57,+77.862s,0
12,21,Giancarlo Fisichella,Force India Ferrari,56,+1 lap,0
13,22,Lewis Hamilton,McLaren Mercedes,56,+1 lap,0
14,8,Kazuki Nakajima,Williams Toyota,56,+1 lap,0
15,14,Sebastien Bourdais,STR Ferrari,56,+1 lap,0
16,19,Anthony Davidson,Super Aguri Honda,56,+1 lap,0
17,18,Takuma Sato,Super Aguri Honda,56,+1 lap,0
18,9,David Coulthard,Red Bull Renault,56,+1 lap,0
19,20,Adrian Sutil,Force India Ferrari,55,+2 laps,0
NC,6,Nelson Piquet,Renault,40,DNF,0
NC,16,Jenson Button,Honda,19,DNF,0
NC,15,Sebastian Vettel,STR Ferrari,0,DNF,0
