POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,22,Lewis Hamilton,McLaren Mercedes,60,1:39:09.440,10
2,3,Nick Heidfeld,Sauber BMW,60,+68.577s,8
3,17,Rubens Barrichello,Honda,60,+82.273s,6
4,1,Kimi Räikkönen,Ferrari,59,+1 lap,5
5,23,Heikki Kovalainen,McLaren Mercedes,59,+1 lap,4
6,5,Fernando Alonso,Renault,59,+1 lap,3
7,11,Jarno Trulli,Toyota,59,+1 lap,2
8,8,Kazuki Nakajima,Williams Toyota,59,+1 lap,1
9,7,Nico Rosberg,Williams Toyota,59,+1 lap,0
10,10,Mark Webber,Red Bull Renault,59,+1 lap,0
11,14,Sebastien Bourdais,STR Ferrari,59,+1 lap,0
12,12,Timo Glock,Toyota,59,+1 lap,0
13,2,Felipe Massa,Ferrari,58,+2 laps,0
NC,4,Robert Kubica,Sauber BMW,39,DNF,0
NC,16,Jenson Button,Honda,38,DNF,0
NC,6,Nelson Piquet,Renault,35,DNF,0
NC,21,Giancarlo Fisichella,Force India Ferrari,26,DNF,0
NC,20,Adrian Sutil,Force India Ferrari,10,DNF,0
NC,15,Sebastian Vettel,STR Ferrari,0,DNF,0
NC,9,David Coulthard,Red Bull Renault,0,DNF,0
