POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,3,Jacques Villeneuve,Williams Renault,59,1:28:01.665,10
2,7,Jean Alesi,Benetton Renault,59,+10.205s,6
3,8,Alexander Wurz,Benetton Renault,59,+11.296s,4
4,10,David Coulthard,McLaren Mercedes,59,+31.229s,3
5,11,Ralf Schumacher,Jordan Peugeot,59,+31.880s,2
6,1,Damon Hill,Arrows Yamaha,59,+73.552s,1
7,12,Giancarlo Fisichella,Jordan Peugeot,58,+1 lap,0
8,14,Jarno Trulli,Prost Mugen Honda,58,+1 lap,0
9,17,Norberto Fontana,Sauber Petronas,58,+1 lap,0
10,21,Tarso Marques,Minardi Hart,58,+1 lap,0
11,15,Shinji Nakano,Prost Mugen Honda,57,DNF,0
NC,9,Mika Hakkinen,McLaren Mercedes,52,DNF,0
NC,23,Jan Magnussen,Stewart Ford,50,DNF,0
NC,18,Jos Verstappen,Tyrrell Ford,45,DNF,0
NC,6,Eddie Irvine,Ferrari,44,DNF,0
NC,19,Mika Salo,Tyrrell Ford,44,DNF,0
NC,16,Johnny Herbert,Sauber Petronas,42,DNF,0
NC,5,Michael Schumacher,Ferrari,38,DNF,0
NC,22,Rubens Barrichello,Stewart Ford,37,DNF,0
NC,2,Pedro Diniz,Arrows Yamaha,29,DNF,0
NC,4,Heinz-Harald Frentzen,Williams Renault,0,DNF,0
NC,20,Ukyo Katayama,Minardi Hart,0,DNF,0
