POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,3,Jacques Villeneuve,Williams Renault,77,1:45:47.149,10
2,1,Damon Hill,Arrows Yamaha,77,+9.079s,6
3,16,Johnny Herbert,Sauber Petronas,77,+20.445s,4
4,5,Michael Schumacher,Ferrari,77,+30.501s,3
5,11,Ralf Schumacher,Jordan Peugeot,77,+30.715s,2
6,15,Shinji Nakano,Prost Mugen Honda,77,+41.512s,1
7,14,Jarno Trulli,Prost Mugen Honda,77,+75.552s,0
8,8,Gerhard Berger,Benetton Renault,77,+76.409s,0
9,6,Eddie Irvine,Ferrari,76,DNF,0
10,20,Ukyo Katayama,Minardi Hart,76,+1 lap,0
11,7,Jean Alesi,Benetton Renault,76,+1 lap,0
12,21,Tarso Marques,Minardi Hart,75,+2 laps,0
13,19,Mika Salo,Tyrrell Ford,75,+2 laps,0
NC,10,David Coulthard,McLaren Mercedes,65,DNF,0
NC,18,Jos Verstappen,Tyrrell Ford,61,DNF,0
NC,2,Pedro Diniz,Arrows Yamaha,53,DNF,0
NC,12,Giancarlo Fisichella,Jordan Peugeot,42,DNF,0
NC,4,Heinz-Harald Frentzen,Williams Renault,29,DNF,0
NC,22,Rubens Barrichello,Stewart Ford,29,DNF,0
NC,9,Mika Hakkinen,McLaren Mercedes,12,DNF,0
NC,17,Gianni Morbidelli,Sauber Petronas,7,DNF,0
NC,23,Jan Magnussen,Stewart Ford,5,DNF,0
