POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,8,Gerhard Berger,Benetton Renault,45,1:20:59.046,10
2,5,Michael Schumacher,Ferrari,45,+17.527s,6
3,9,Mika Hakkinen,McLaren Mercedes,45,+24.770s,4
4,14,Jarno Trulli,Prost Mugen Honda,45,+27.165s,3
5,11,Ralf Schumacher,Jordan Peugeot,45,+29.995s,2
6,7,Jean Alesi,Benetton Renault,45,+34.717s,1
7,15,Shinji Nakano,Prost Mugen Honda,45,+79.722s,0
8,1,Damon Hill,Arrows Yamaha,44,+1 lap,0
9,17,Norberto Fontana,Sauber Petronas,44,+1 lap,0
10,18,Jos Verstappen,Tyrrell Ford,44,+1 lap,0
11,12,Giancarlo Fisichella,Jordan Peugeot,40,DNF,0
NC,3,Jacques Villeneuve,Williams Renault,33,DNF,0
NC,22,Rubens Barrichello,Stewart Ford,33,DNF,0
NC,19,Mika Salo,Tyrrell Ford,33,DNF,0
NC,23,Jan Magnussen,Stewart Ford,27,DNF,0
NC,20,Ukyo Katayama,Minardi Hart,23,DNF,0
NC,16,Johnny Herbert,Sauber Petronas,8,DNF,0
NC,2,Pedro Diniz,Arrows Yamaha,8,DNF,0
NC,10,David Coulthard,McLaren Mercedes,1,DNF,0
NC,4,Heinz-Harald Frentzen,Williams Renault,1,DNF,0
NC,6,Eddie Irvine,Ferrari,1,DNF,0
