POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Michael Schumacher,Ferrari,72,1:38:50.492,10
2,4,Heinz-Harald Frentzen,Williams Renault,72,+23.537s,6
3,6,Eddie Irvine,Ferrari,72,+74.801s,4
4,3,Jacques Villeneuve,Williams Renault,72,+81.784s,3
5,7,Jean Alesi,Benetton Renault,72,+82.735s,2
6,11,Ralf Schumacher,Jordan Peugeot,72,+89.871s,1
7,10,David Coulthard,McLaren Mercedes,71,DNF,0
8,16,Johnny Herbert,Sauber Petronas,71,+1 lap,0
9,12,Giancarlo Fisichella,Jordan Peugeot,71,+1 lap,0
10,14,Jarno Trulli,Prost Mugen Honda,70,+2 laps,0
11,20,Ukyo Katayama,Minardi Hart,70,+2 laps,0
12,1,Damon Hill,Arrows Yamaha,69,+3 laps,0
NC,19,Mika Salo,Tyrrell Ford,61,DNF,0
NC,8,Alexander Wurz,Benetton Renault,60,DNF,0
NC,2,Pedro Diniz,Arrows Yamaha,58,DNF,0
NC,17,Norberto Fontana,Sauber Petronas,40,DNF,0
NC,22,Rubens Barrichello,Stewart Ford,36,DNF,0
NC,23,Jan Magnussen,Stewart Ford,33,DNF,0
NC,9,Mika Hakkinen,McLaren Mercedes,18,DNF,0
NC,18,Jos Verstappen,Tyrrell Ford,15,DNF,0
NC,15,Shinji Nakano,Prost Mugen Honda,7,DNF,0
NC,21,Tarso Marques,Minardi Hart,5,DNF,0
